Sentences,Presidential_Candidate,State,Vote_1,Vote_2,Final_Sent,Predicted_Sent
"What are we doing to the veterans, what are we doing for the veterans who are sleeping under park benches and sleeping all over our country, homeless, when we're spending $1.4 billion to look after people who don't have the legal right to be here: that's what Kamala Harris's policies are doing to this country.",Kamala Harris,Arizona,-1,-1,-1,-1
I think you're going to see a massive Trump outperformance here.,Donald Trump,Pennsylvania,-1,0,-1,0
And we responded by recognizing that the way the Obama administration was leading the country is exactly the way the Harris administration has been leading the country right into a ditch.,Kamala Harris,Michigan,-1,0,-1,-1
"So right before she comes here to the arena, she is actually sitting down having a conversation with black men about the economy and about the opportunities that she claims she can create for them.",Kamala Harris,Pennsylvania,0,1,0,0
Certainly a strong message there and Tim Walz as we know was on ABC's The View Today and Selina it seemed that perhaps he was a little more prepared to answer the question of how a Harris-Walls administration might differ from the current Biden-Harris administration what are we hearing from him: yeah it was really interesting because Governor Walz gave a more concrete answer to this question about how Harris would be different from a Biden administration than Harris herself ever has he specifically said that she is going to be more focused on the care economy and child care stuff that has not been as much of the focus for the Biden administration take a listen to what else he said here.,Kamala Harris,Pennsylvania,1,1,1,1
"The disappointment that the current administration and hope that the new administration, led by Trump if he wins the election, will do something different that will help resolve some of the issues locally and internationally.",Donald Trump,Michigan,1,1,1,-1
"And those categories are working for her, obviously she'd like to see them be even bigger advantages across these three states.",Kamala Harris,Michigan,1,1,1,1
They understand that they've got to better define themselves.,Kamala Harris,Michigan,-1,1,-1,0
"The people that actually work, they are not supporting Harris at all.",Kamala Harris,Michigan,-1,-1,-1,-1
"Now, of course, she's up with women by 10 points, but that gender gap is so apparent here. And that's a big part of her closing argument.",Kamala Harris,Michigan,1,-1,1,0
"Effectively, that's the win, assuming all else, but if Donald Trump were to win those three states, his path gets a lot easier because then all he has to do, for example, is win North Carolina, which he did, which he did last time.",Donald Trump,Michigan,1,1,1,1
"And that's down, and I think Donald Trump is going to benefit from that.",Donald Trump,Michigan,1,1,1,1
And this is how Trump was showing that he was having black support.,Donald Trump,Michigan,1,1,1,1
"We can't go back, going back means cutting $500 million from the Lansing Grand River plant.",Donald Trump,Michigan,-1,1,-1,-1
"But now that Kamala is there, everything she's done has been really well scripted.",Kamala Harris,Pennsylvania,-1,1,1,0
In 2016 the state of Arizona was won by Donald Trump over Hillary Clinton by 3.5% of the vote.,Donald Trump,Arizona,1,1,1,1
"So he's very clear that he's obviously going to try to steal the election again, just like he did last time.",Donald Trump,Pennsylvania,-1,1,-1,-1
"So Pittsburgh and Philadelphia, she will probably hit somewhere where Obama hit or Hillary hit.",Kamala Harris,Pennsylvania,1,0,0,-1
"If true, it means Trump and his childish response might have delivered a Taylor Swift kick to his chances of carrying Arizona in November.",Donald Trump,Arizona,-1,1,-1,-1
And so now she's losing Michigan.,Kamala Harris,Michigan,-1,-1,-1,-1
"But the people I spoke with are confident that the way the numbers have dumped in so far, they say they are confident that the president Trump will in fact take the state of Arizona, keeping it red.",Donald Trump,Arizona,1,1,1,1
Donald Trump had lined up his favorite famous supporters for this rally from an old wrestler to the eldest son to the world's richest man.,Donald Trump,Arizona,0,0,0,1
"So she whipped that one out, we would actually believe it.",Kamala Harris,Arizona,-1,0,-1,-1
"What do you think is happening in Pennsylvania, what do you think is happening in Wisconsin with Catholic voters if if Notre Dame shifted this Republican in just four years, what do you think is happening with the average Catholic in Wisconsin and in Pennsylvania: they're going to shift heavily towards Trump.",Donald Trump,Pennsylvania,0,0,0,0
"Now, why is it that this is very good news for Kamala Harris in the final days leading up to what will be the most consequential, the most important state for either candidate to have a smooth sailing path to victory on election night: the reasons are that Pennsylvania is a extremely diverse, extremely blue collar state, and is also a very large population.",Kamala Harris,Pennsylvania,1,1,1,1
Donald Trump was never accused of inciting insurrection.,Donald Trump,Pennsylvania,0,1,0,-1
"But let's be honest, it doesn't matter how many homes we build, if we have a president like Kamala Harris who gives American homes to illegal aliens instead of American citizens, we are never going to make the American dream of homeownership.",Kamala Harris,Arizona,-1,1,-1,-1
"And for white women with college degrees, Harris is winning by 14 points.",Kamala Harris,Michigan,1,1,1,1
And so Kamala Harris has a plan.,Kamala Harris,Arizona,1,0,0,0
Daniels claims she had a sexual encounter with Trump and McDougall says she and Trump had an affair lasting 10 months.,Donald Trump,Michigan,-1,0,-1,0
You have the Arab leaders going out endorsing Trump on stage.,Donald Trump,Michigan,1,0,1,1
What he had is a concept of a plan.,Donald Trump,Arizona,1,0,0,0
I think it's safe to say that Arizona isn't necessarily in the picture for Kamala Harris right now.,Kamala Harris,Arizona,-1,-1,-1,-1
"What they tell us, and they've told us on the past trips, is that that is largely economics, that people just feel bruised, people have nostalgic memories of the pre-COVID Trump economy, interest rates were lower, there were more jobs, grocery prices were lower.",Donald Trump,Arizona,1,1,1,-1
"Having these people, you know, basically start the conversation with Democrats like Kamala Harris will give a permission structure for a lot of these Republican voters out there to know that it is okay to like kind of like as a gateway to, it is okay to vote for Democrats and the policies that Democrats are espoused are not going to lead to the end of the world.",Kamala Harris,Arizona,1,1,1,0
She'll propose new detection machines for fentanyl at border entry ports.,Kamala Harris,Arizona,-1,0,0,0
"If this gets them over that hurdle, it could be the difference in her winning Arizona.",Kamala Harris,Arizona,-1,1,1,1
"I well, I still feel like Trump's going to do better.",Donald Trump,Arizona,0,1,1,1
"And so Pennsylvania now turning into a state where Kamala Harris is either up, or according to this Republican pollster, I think that is the most really impactful part of this all, is that Republican pollsters and polls sponsored by the GOP typically come back with more favorable results.",Kamala Harris,Pennsylvania,0,1,1,1
She encouraged early voting and said women should get Trump's vote.,Donald Trump,Arizona,0,1,1,1
"And he says that the migrants who are there lawfully are actually illegal immigrants, spreading more racism and xenophobia.",Donald Trump,Pennsylvania,-1,-1,-1,-1
It was all done by comrade Kamala Harris.,Kamala Harris,Arizona,1,0,1,0
"We're not going back, the Harris campaign says Walz beat out eight others for the job.",Kamala Harris,Pennsylvania,1,0,0,0
"And Pennsylvania alongside many other battleground states has seen quite significant shifts in favor of the Democratic contender now, Kamala Harris.",Kamala Harris,Pennsylvania,0,1,0,0
"And for many other reasons, I announced my support and endorsement for the former and hopefully the next president of the United States, Donald Trump.",Donald Trump,Michigan,1,1,1,1
Harris wants to increase corporate tax rates.,Kamala Harris,Arizona,0,1,0,0
"A massive, massive change, and as I said, with Pennsylvania goes Michigan, 65 percent chance for Kamala Harris victory.",Kamala Harris,Pennsylvania,1,1,1,1
"When Donald Trump won the state of Arizona in 2016, he only won the state by 3.5 percent.",Donald Trump,Arizona,1,0,0,-1
"Like every single day that Kamala's, her polling numbers are just slipping away.",Kamala Harris,Arizona,-1,-1,-1,-1
"If you give if Harris wins the blue wall, the famed blue wall, you can see, boom, 270.",Kamala Harris,Arizona,1,1,1,1
The results are in and this is where the presidential race stands in Michigan according to our recent poll where we find this race now to be dead even 41 to 41 with Robert F. Kennedy is taking 10% of the vote any poll of Michigan. ,Donald Trump,Michigan,0,-1,0,0
"Think about it, if the truck driver who's delivering the groceries to the grocery store is paying 45% more for diesel, and he is under Kamala Harris's leadership, then we're all paying more for groceries.",Kamala Harris,Arizona,-1,0,-1,0
He's winning them by 16 points.,Donald Trump,Arizona,1,1,1,1
"But I'm pretty sure that if Kamala Harris gets elected, we will become a communist country.",Kamala Harris,Pennsylvania,-1,1,-1,-1
"The other thing you hear, at least for some of the people that are going to vote for Kamala Harris, is that they want to be a part of the history of the first black woman being a president.",Kamala Harris,Michigan,1,1,1,1
"It could basically just maintain, rFK Jr. at that rally endorsing Trump.",Donald Trump,Arizona,1,0,1,1
They just don't want to go back to the chaos of the Trump years.,Donald Trump,Pennsylvania,0,-1,-1,-1
"New York Times interviewed some local supporters who were really energized, inspired by, you know, his reaction in that moment and decided, you know, not only am I gonna vote for him, I'm gonna volunteer, I'm gonna be a like precinct captain or whatever.",Donald Trump,Pennsylvania,1,1,1,1
"Additionally, Sky News reports that Arab American voters in Michigan are turning to Donald Trump, viewing him as a wild card candidate.",Donald Trump,Michigan,1,0,1,1
"But if Trump's up by two to three in Pennsylvania, more than likely, he's going to win the other swing states, especially in the Rust Belt.",Donald Trump,Pennsylvania,1,1,1,1
"Donald Trump's back ahead, now starts the surge.",Donald Trump,Pennsylvania,1,0,0,0
"She also promoted access to health care, saying it fitted her belief and dignity for all people.",Kamala Harris,Arizona,0,1,1,1
He's only a multi billionaire.,Donald Trump,Arizona,1,0,0,0
"What is she gonna do: look, the polling is all trending away from her.",Kamala Harris,Michigan,-1,0,-1,-1
"With just 12 days left in the race for the White House, former President Donald Trump headed west for rallies in Arizona and Nevada spotlighting his signature issue immigration.",Donald Trump,Arizona,1,1,1,0
"When he had 307 electoral votes, he won all three of those.",Donald Trump,Michigan,1,1,1,1
Then Donald Trump praises the crowd size on January 6th.,Donald Trump,Pennsylvania,0,1,0,1
"And he has very much leaned into trying to target men, not just conservative men, but sort of socially liberal men, Latino men, black men.",Donald Trump,Pennsylvania,-1,0,-1,0
"Michigan, he's ahead.",Donald Trump,Michigan,1,0,1,1
"Same thing, Trump was ahead.",Donald Trump,Michigan,1,0,1,1
"She's no longer at that number, 226, which is where she was before, 241 from 226. That's good for Kamala Harris.",Kamala Harris,Michigan,1,1,1,0
"I want you all to hear about some of these criminals that the Kamala Harris Administration, that's what I'm going to call it, because Joe Biden ain't president anymore.",Kamala Harris,Arizona,1,-1,-1,-1
We believe that this should be the shield for Vice President Harris and Governor Walz on this issue. And that's probably going to help Harris.,Kamala Harris,Michigan,1,1,1,1
"Her answer was not good, basically, she just uses the talking points of the same talking points that everybody else has, which is she's a liar, and I don't like it.",Kamala Harris,Michigan,-1,-1,-1,-1
"She wants to protect the $2,000 a year limit on out-of-pocket medical costs.",Kamala Harris,Arizona,1,1,1,1
"When you look at the popular vote, Trump losing it by a point that seems pretty realistic.",Donald Trump,Arizona,-1,0,-1,-1
"Here's the individual, by the way, who Donald Trump yells at and tells to lose weight as he's being stretchered out of the rally.",Donald Trump,Pennsylvania,-1,-1,-1,-1
And I think it's going to hurt her more than what the polls are showing.,Kamala Harris,Arizona,-1,-1,-1,-1
Now Webster is one of the leaders of the grassroots group Arizona Republicans for Harris.,Kamala Harris,Arizona,1,0,1,0
"She said to those protesters, quote, we all want this war to end and to get those hostages out.",Kamala Harris,Arizona,0,-1,0,-1
"So Scott, is this less about Trump and more about those voters staying home: well, I do think the Republicans and the Trump campaign specifically believe they are going to make inroads with a lot of men, male voters of all races, white, black, Hispanic, you name it.",Donald Trump,Arizona,1,1,1,0
It is good to be back in event marks Kamala Harris to Arizona in her second July.,Kamala Harris,Arizona,1,1,1,1
"So we got this close race, and over here is Kamala Harris with what she calls a new way forward, practical solutions to the cost of living problems, practical solutions to energy and health care problems, a clear, proven way of dealing with a lot of our foreign policy crises.",Kamala Harris,Arizona,0,1,1,1
He's not a politician and I think he knows what the country needs to get it back on track.,Donald Trump,Arizona,1,0,1,0
Former President Trump said today that Arizona must decertify its election because he won there and he won it.,Donald Trump,Arizona,1,0,0,-1
"If you look at 2016 Donald Trump won the state by 10,704 votes.",Donald Trump,Michigan,1,1,1,1
"And based on what we are seeing right now, it is very possible that she is turning it around as well.",Kamala Harris,Pennsylvania,1,1,1,0
He says CBS should have their license revoked for reasons even he hasn't come up with yet.,Donald Trump,Pennsylvania,-1,0,-1,-1
"If he loses, he'll spread another big lie.",Donald Trump,Michigan,-1,-1,-1,-1
"Arizona suffered high inflation and high cost of living due to the exuberantly high government spendings and adventures, and still Kamala thinks of her victory from Arizona.",Kamala Harris,Arizona,1,-1,-1,1
"This is all about religious freedom, when we talk about the Catholics, the Catholics have not only this week been offended by Kamala Harris, but also by Gretchen Whitmer.",Kamala Harris,Michigan,-1,1,-1,-1
The world wasn't at war and that's nothing that Kamala Harris can say that she's done because she's made it all worse.,Kamala Harris,Michigan,-1,0,-1,-1
"I think by and large, Kamala Harris is a decent person.",Kamala Harris,Arizona,1,0,1,1
Then you have the rural areas where Trump has a tremendous amount of support.,Donald Trump,Michigan,1,1,1,1
"Trump calling increased immigration a betrayal, saying he would increase penalties for illegal immigrants who commit violent crimes and institute a mass deportation, saying it's time to clean up the U.S. We're a dumping ground.",Donald Trump,Arizona,1,-1,-1,-1
And you've got to remember Kamala Harris has been a candidate for president of the United States for only about 92 days.,Kamala Harris,Michigan,-1,1,-1,-1
Donald Trump's plan is to give another massive tax cut to billionaires and big corporations.,Donald Trump,Arizona,-1,-1,-1,-1
I think that this is an approach to put pressure on some of the other indicted co-conspirators now to actually flip on Donald Trump.,Donald Trump,Arizona,1,-1,-1,-1
Trump is winning men more so than she is winning women.,Donald Trump,Arizona,1,0,1,1
"Republicans in Arizona, some of them, including members of the McCain family, are all in for Vice President Kamala Harris.",Kamala Harris,Arizona,1,0,1,1
"I don't blame them, I blame Kamala Harris for letting the illegal immigration problem fester.",Kamala Harris,Arizona,-1,-1,-1,-1
"But I think if you add up altogether, we're in a dead heat here in Michigan, I would give the benefit of the doubt then to President Trump to close these final days.",Donald Trump,Michigan,1,-1,1,0
Trump was first at 38%.,Donald Trump,Arizona,1,0,0,0
"Here in Arizona, the estimated 15,000 people at Harris's Rockis Glendale rally took part in what's believed to be Arizona's largest rally for a Democratic candidate.",Kamala Harris,Arizona,1,0,1,0
"That's what she said, what I have seen is that we can we can grow and we can increase a thriving clean energy economy without banning fracking.",Kamala Harris,Pennsylvania,0,1,1,1
"Maybe they don't agree with her on everything, but she seems less extreme.",Kamala Harris,Arizona,1,1,1,-1
"Polls show that the former president has erased Kamala Harris' gains in the key battleground states of Wisconsin, Michigan, Pennsylvania and even Nevada.",Kamala Harris,Pennsylvania,0,-1,0,-1
"Because if Kamala can't win Pennsylvania, she's not winning.",Kamala Harris,Pennsylvania,-1,-1,-1,-1
Kamala Harris is not reaching Biden numbers.,Kamala Harris,Michigan,-1,-1,-1,-1
"She was up by three points in two different polls, uh, in Bloomberg and Cook political report, very credible polls in Michigan. That's Michigan, she's got to win Michigan.	",Kamala Harris,Michigan,1,1,1,1
"And so when you're looking at states like Michigan and you're looking at data points like these, it's all directing in a good sign and a good place for Kamala Harris.",Kamala Harris,Michigan,1,1,1,1
"However, a lot of them don't want to vote Kamala either.",Kamala Harris,Pennsylvania,-1,-1,-1,-1
They actually have Harris ahead by two points as well.,Kamala Harris,Arizona,1,1,1,1
"Look, she's brought forth a number of very good ideas.",Kamala Harris,Michigan,1,1,1,1
"She's been very effective here, and if you've been keeping track of these things, you know that our Senator Mark Kelly has been mentioned over the last several days as maybe not even not just a vice presidential contender, but a possible presidential contender today.",Kamala Harris,Arizona,1,1,1,1
"In Arizona, you see that Kamala Harris is winning in our poll Latino voters by 18 percentage points, 56% to 38%.",Kamala Harris,Arizona,1,1,1,1
In today's video we're going to take a look at Kamala Harris' visit down to the Arizona border to see if that will have an impact on the overall presidential outcome.,Kamala Harris,Arizona,1,0,0,0
And it all seems to be benefiting Kamala Harris.,Kamala Harris,Arizona,1,0,1,1
And some very reputable sources as they enter into the final stages of polling and understanding the race are saying Kamala Harris is starting to win back support.,Kamala Harris,Michigan,1,1,1,1
I don't think it hurts Trump's chances.,Donald Trump,Arizona,1,1,1,0
I believe that Biden and Kamala have destroyed the government and I think that's enough for us to win and turn the state red again Absolutely.,Kamala Harris,Pennsylvania,0,1,0,-1
"So I don't know why you would say, we're not gonna vote for the people that actually wanna try to effectuate a very difficult solution to the problem here as opposed to somebody says, I'm just whatever B.B. wants, I'm gonna give him.",Kamala Harris,Michigan,-1,-1,-1,-1
"So they are they brought out families that were separated during the Trump administration, their border separation policy.",Donald Trump,Pennsylvania,-1,0,0,0
Don't miss your chance to be on Trump's team.,Donald Trump,Arizona,1,1,1,1
"I know you wanna talk about policy, and I respect that, but the reason that Donald Trump is not up 10 points is because of comments like that one, where people do have concerns about his fitness, his acuity, and his stability.",Donald Trump,Arizona,-1,1,-1,-1
"And really, guys, it's really because of somebody's polls right here like Maris and Quinnipiac saying that Harris is up plus five.",Kamala Harris,Michigan,1,1,1,1
"And the only way forward, the only way forward is to elect Kamala Harris as our next president, and Tim Walz as our next vice president.",Kamala Harris,Arizona,0,0,0,1
"Your average, real clear, has Trump leading by half a point.",Donald Trump,Michigan,1,1,1,1
"Pennsylvania is a really important one, some people think that it may be, at this moment, the most important battleground state for Vice President Harris to try to win if she wants to be president.",Kamala Harris,Pennsylvania,1,1,1,1
"Number two, defeat Donald Trump, number three, fight for a better future, because we are fighting to protect our democracy, our freedoms, and our future.",Donald Trump,Arizona,-1,-1,-1,-1
"Yep, for an $800,000 donation, you get to sit at Trump's table.",Donald Trump,Pennsylvania,0,1,0,1
Her focus on helping the middle class and ensuring people have affordable places to live can make their own decisions about their bodies and onshore and supply chains so everyone gets a good paying job.,Kamala Harris,Michigan,1,1,1,1
Both Arizona and Nevada have been closely watched swing states in recent elections.,Donald Trump,Arizona,-1,0,0,1
"You know, we have said all along that this decision was a deeply personal decision that Vice President Harris was going to have to make.",Kamala Harris,Pennsylvania,0,0,0,0
He is a threat to our country.,Donald Trump,Michigan,-1,-1,-1,-1
"We're just, our job is to be on the ground, on the doors, on the phones, at events, everywhere we can be, where voters will be to remind them of the importance of this election and the importance of their vote and the need to vote for Harris.",Kamala Harris,Michigan,1,1,1,1
Now it does make sense because both these polls have Trump winning Arizona by like four to eight points.,Donald Trump,Arizona,1,1,1,1
"So right now, 92% of the vote is going, of Trump's vote is among Republicans.",Donald Trump,Arizona,1,0,1,0
Now they got to take someone like Kamala Harris and make her flip-flop drastically on everything that she's been about.,Kamala Harris,Arizona,-1,1,-1,-1
"That would have been far better leaders, it would have been far more confident against Donald Trump.",Donald Trump,Arizona,-1,1,-1,1
So he's not talking about the people at all.,Donald Trump,Pennsylvania,-1,0,-1,-1
Trump has a pretty good shot at winning back some other states.,Donald Trump,Pennsylvania,1,1,1,1
Kamala Harris supports the creation of a national law protecting abortion rights.,Kamala Harris,Arizona,1,1,1,1
One of her biggest challenges is overcoming the perception that she is a creature of the coastal elite.,Kamala Harris,Michigan,-1,1,-1,-1
"She was polling, so poorly she was behind Pete, booty gig, Amy Klobuchar, all these randos on a democratic side.",Kamala Harris,Pennsylvania,-1,0,-1,-1
"And here I am, I'm going to say about Kamala Harris, that every time she gives an interview, we gain about 100,000 votes.",Kamala Harris,Arizona,1,1,1,0
"Obviously, somebody that she's going to do that with is going to have outsized importance.",Kamala Harris,Arizona,1,0,0,-1
"And though I adore her extensive and very incredible history and education she does have, there was just some stuff that even like younger Democrats on the side really think are important.",Kamala Harris,Arizona,-1,0,-1,1
There is a potential chance where Kamala could win the popular vote by two and still win the election.,Kamala Harris,Michigan,1,1,1,1
"Outside of that, every other pollster except two, which is Bloomberg and Atlas Intel, which we'll get to that in a second, every other pollster has Trump winning Arizona.",Donald Trump,Arizona,1,1,1,1
"We begin with Vice President Harris sitting down with that interview with CNN alongside her running mate, Governor Tim Walz.",Kamala Harris,Arizona,0,0,0,0
So we'll see how it works out for her.,Kamala Harris,Pennsylvania,-1,0,0,0
"That's a tough one to answer, i think he's more dominant, he's more, uh... Go away!",Donald Trump,Michigan,1,-1,1,-1
"Trump also working to win Michigan, but he's getting called out for criticizing Detroit.",Donald Trump,Michigan,-1,-1,-1,-1
"She also held a bus tour through western Pennsylvania, even making a snack stop at a local Sheetz gas station.",Kamala Harris,Pennsylvania,0,-1,0,0
The Pennsylvania ruling reinforces Trump's campaign's argument that there are vulnerabilities in the electoral system that need to be addressed.,Donald Trump,Pennsylvania,0,-1,0,0
46% say they will vote for former President Trump.,Donald Trump,Michigan,0,0,0,1
"So so if he's up by two to three points in Pennsylvania, he is easily winning.",Donald Trump,Pennsylvania,1,1,1,1
"Obviously, as you know, the race in Pennsylvania raised her thin.",Kamala Harris,Pennsylvania,0,0,0,-1
"It's about a 4,500 vote win for Donald Trump, about a 0.13% win.",Donald Trump,Arizona,1,1,1,1
"This energy and your black filling, look at this, here's Donald Trump last night in Pennsylvania with the Amish behind him, these dudes, that's great.",Donald Trump,Pennsylvania,1,1,1,1
Emerson said Trump led by three.,Donald Trump,Michigan,1,0,1,1
"And it is really hard to see, now that Kamala Harris is building out this advantage and expanding her lead.",Kamala Harris,Pennsylvania,0,1,0,1
"I mean, Michigan is one of those states that went to Trump in 2016.",Donald Trump,Michigan,1,0,1,1
"Obviously, I love her.",Kamala Harris,Pennsylvania,1,1,1,1
They like the economy under Donald Trump.,Donald Trump,Pennsylvania,0,1,0,1
"What are we doing to the veterans, what are we doing for the veterans who are sleeping under park benches and sleeping all over our country, homeless, when we're spending $1.4 billion to look after people who don't have the legal right to be here? That's what Kamala Harris' policies are doing to this country.",Kamala Harris,Arizona,1,-1,-1,-1
I think his rhetoric and the way he's divided people over the past several years has been the most harmful thing for our country.,Donald Trump,Michigan,-1,0,-1,-1
"Speaking to a large audience of men and men of color, President Obama urged them to do the right thing and vote for Kamala Harris.",Kamala Harris,Pennsylvania,1,0,1,1
We had more than 400 people come out fired up for her and Democrats up and down the ticket.,Kamala Harris,Michigan,1,-1,1,1
"He's still leading, but the gap has narrowed.",Donald Trump,Pennsylvania,0,0,0,1
He knows exactly what he's talking about.,Donald Trump,Michigan,1,0,1,0
"The point is, I was just picturing it, the point is if you elect Kamala, they will not be focused on their problems, they will be focused on yours.",Kamala Harris,Arizona,1,-1,1,1
"Going to be very interesting to see what they get into, it's the, is it the sixth trip, is that right for Vice President Harris out here to the Valley but her first as the party's official nominee.",Kamala Harris,Arizona,0,1,0,0
"What is it for Trump: well, I think it's a victory for Trump.",Donald Trump,Michigan,1,1,1,1
"And he says what he thinks, and people know him.",Donald Trump,Michigan,1,0,1,0
"This result indicates that Harris could still have a path to victory in Arizona, depending on voter turnout and undecided voters.",Kamala Harris,Arizona,1,1,1,1
"Donald Trump lost the state by just about 10,000 votes.",Donald Trump,Arizona,1,0,0,-1
They support her because they recognize that she is an unapologetic fighter for their interest.,Kamala Harris,Michigan,-1,1,-1,1
"So yes, under Donald Trump's leadership, we're going to build more homes.",Donald Trump,Arizona,1,1,1,1
But it has been very tricky for the former president to find clear ways of attacking Harris.,Kamala Harris,Michigan,0,-1,0,-1
But they decided to put Kamala Harris out there more and more.,Kamala Harris,Arizona,-1,0,0,0
There will be people betting on Harris.,Kamala Harris,Michigan,1,0,1,1
"And here's what works, it gives people a reason and some grace who aren't supposed to be Trump voters to be Trump voters.",Donald Trump,Michigan,1,1,1,1
Now one person said to be in the running for Harris's VP Pennsylvania Governor Josh Shapiro.,Kamala Harris,Pennsylvania,0,0,0,0
"It's a toss up, but he's still winning and she's losing by almost double digits.",Donald Trump,Arizona,1,1,1,0
And he's mad at the media.,Donald Trump,Pennsylvania,0,-1,-1,-1
"But overall, it was a good night for Donald Trump.",Donald Trump,Pennsylvania,1,1,1,1
"The Harris campaign has added an issues tab on the campaign website, but I wonder what you think about this perception from voters.",Kamala Harris,Pennsylvania,0,0,0,0
It helps him.,Donald Trump,Arizona,1,1,1,1
Arizonans are rejecting Donald Trump and his failed leadership.,Donald Trump,Arizona,-1,-1,-1,-1
"And one concern we're hearing from people is that this is Harris's first visit to the border in three years and Javier, I know you recently spoke to people in Douglas for our 48 hours on the border project.",Kamala Harris,Arizona,1,0,0,0
"This race is different, he's actually pulling ahead of a lot of Republicans and helping them.",Donald Trump,Pennsylvania,1,1,1,1
"So does that mean a vote for Harris now, do you think: well, I mean, based on past history, it most likely does.",Kamala Harris,Arizona,1,1,1,0
"And he was this big horrible person who killed, I mean, they said he killed millions.",Donald Trump,Pennsylvania,-1,-1,-1,-1
"In contrast, trump's strength remains solid in rural Pennsylvania.",Donald Trump,Pennsylvania,0,1,0,1
"Donald Trump, on the other hand, urged Republicans not to support it.",Donald Trump,Arizona,1,0,0,0
I think that's the thing that's always really helped Trump is that the Democrat and the Democratic establishment have been so incredibly complacent about who they put up against him.,Donald Trump,Michigan,0,-1,0,-1
"Michigan is much, much closer than probably what was expected, it is still sitting at the moment at a 0.8 to 0.9% swing to Harris.",Kamala Harris,Michigan,1,0,1,0
He care about detroit care about blacks.,Donald Trump,Michigan,1,1,1,1
"Today, Kamala Harris leads by one.",Kamala Harris,Pennsylvania,1,0,0,1
"Her chances are very good, you know why? Because love is on the ballot this year.",Kamala Harris,Michigan,1,1,1,1
But there is a lot of efforts being taken sort of below Donald Trump at the actual sort of state party level and sort of the campaign machinery is really trying to promote it.,Donald Trump,Michigan,0,1,1,0
"So again, he is an interesting voice here because he really highlights and represents the divide that exists within the Republican Party here in Arizona and beyond with moderate Republicans worried about the former president.",Donald Trump,Arizona,-1,1,-1,1
"Now, so what Donald Trump does at all of these, all of these events, he always lies about the crowd sizes.",Donald Trump,Michigan,-1,-1,-1,-1
"Based on average of the most recent seven polls by real clear polling, Trump leads by 7.4%.",Donald Trump,Arizona,1,1,1,1
"The recent Pennsylvania Supreme Court ruling, which mandates that mail-in ballots be signed and dated, aligns with Trump's position on maintaining strict voting standards.",Donald Trump,Pennsylvania,0,1,0,0
And now Donald Trump has a lead.,Donald Trump,Pennsylvania,-1,0,0,0
She telling she is a new way forward.,Kamala Harris,Arizona,-1,0,0,1
"And that's why I think the Harris campaign, they're kind of freaking out because if Josh Shapiro wasn't enough to save them, how are you going to win, how are you supposed to win Pennsylvania: if not, even Josh Shapiro would be enough to win the presidency.",Kamala Harris,Pennsylvania,-1,1,-1,-1
"If Kamala Harris wins Pennsylvania, she will be president.",Kamala Harris,Pennsylvania,1,1,1,1
"Her visit comes as she secures a major endorsement from the League of United Latin American Citizens, the first time the civil rights group has ever endorsed a candidate.",Kamala Harris,Arizona,1,1,1,1
Joe Biden and Kamala Harris are allowing illegal people to come into our country.,Kamala Harris,Arizona,-1,-1,-1,-1
Brand new polling data suggests that Donald Trump's on pace for victory in the key swing state of Pennsylvania.,Donald Trump,Pennsylvania,1,0,1,1
Kamala Harris is obsessed with silencing her fellow citizens.,Kamala Harris,Arizona,-1,-1,-1,-1
"Have you had any abuse from Donald Trump for coming out against him this time: no, but I have to tell you, I have never experienced, and I've been doing this, as I told you, since 1982.",Donald Trump,Michigan,0,-1,-1,-1
It was reported yesterday that she didn't even think she was going to win Michigan.,Kamala Harris,Michigan,-1,1,-1,-1
"It's more personable, too, you get to see what he's really like, you know: honestly, it just feels like he's being honest.",Donald Trump,Michigan,1,1,1,1
"Abortion and Women's Rights Harris's stance on women's rights and reproductive health was likely to attract younger voters and women, particularly after the Supreme Court's decisions affecting abortion rights.",Kamala Harris,Arizona,1,1,1,1
"If she does hold Michigan, Pennsylvania and Wisconsin, if there's no surprise anywhere else, she will have exactly 270 electoral votes.",Kamala Harris,Michigan,1,0,1,0
"Both my parents are Trump supporters and they're like, you better vote for him.",Donald Trump,Michigan,1,1,1,1
"My friend Kamala will be a great, great, great president!",Kamala Harris,Arizona,1,1,1,1
"The executive actions that the White House took, I mean, they had to take these executive actions because Donald Trump told Senate Republicans that they were not allowed to work out a deal with Democrats.",Donald Trump,Arizona,1,0,0,0
42 percent said it's Donald Trump.,Donald Trump,Michigan,0,0,0,0
"I do think, I mean, this is I just laugh because was it politically craven when Trump was at the border last week, you know what I mean: like everyone's trying to do the same thing.",Donald Trump,Arizona,0,0,0,-1
"So we have more women than men, more rich people than Trump's base and whites.",Donald Trump,Pennsylvania,0,1,0,1
It tells you that everybody is worried and thinks Arizona is definitely played Trump's here in a couple of days.,Donald Trump,Arizona,1,1,1,0
He who has said he wished he had generals like Hitler's.,Donald Trump,Michigan,-1,1,-1,0
"Now I say all this to again, warn Republican voters and Trump voters, uh, not to be complacent and not to think that this election, uh, is one before even a single vote is cast because we need to act like that this race is tightening.",Donald Trump,Michigan,0,1,0,-1
He says he's our political leader.,Donald Trump,Arizona,1,0,0,0
