Sentence,Presidential_Candidate,State,Vote_1,Vote_2,Final_Sent
Now to the most recent poll from Michigan State University showing Kamala Harris with roughly a 4.6% 4.7% lead across the battleground state.,Kamala Harris,Michigan,1,-1,1
That showed Michigan in a position where Kamala Harris held a two point lead against the former president.,Kamala Harris,Michigan,1,0,1
"And like I said, Emerson College, not Emerson College, Bloomberg and Morning Consult, the Michigan State University poll, some other data points too that we've been seeing, Quinnipiac University just released a data point just a few days ago, showing Kamala Harris with a 3-point lead in the state of Michigan.",Kamala Harris,Michigan,1,1,1
"That Kamala Harris holds a narrow advantage in the state of Michigan, enough that I actually might translate her to winning in that battleground state.",Kamala Harris,Michigan,1,1,1
"And granted, the numbers in Michigan don't always translate to amazing numbers for Kamala Harris in states like Wisconsin.",Kamala Harris,Michigan,0,1,0
"241 to 219 means that Kamala Harris also has additional pathways to the presidency because Michigan has given her 15 electoral votes that boosts her forward, right: boost her to 241.",Kamala Harris,Michigan,1,1,1
"She's no longer at that number, 226, which is where she was before, 241 from 226. That's good for Kamala Harris.",Kamala Harris,Michigan,1,1,1
It gives her options as to how she reaches the magic number of 270 electoral votes.,Kamala Harris,Michigan,1,1,1
"And so you can see Georgia, Arizona, Nevada, and Michigan would be enough to put Kamala Harris over 270, which means even if she loses Florida, Texas, Iowa, Ohio, Wisconsin, Pennsylvania, Pennsylvania would really be a shocker here.",Kamala Harris,Michigan,0,-1,0
"I think Kamala Harris should be happy to see some data points like this that show Kamala Harris leading in Michigan, and in a way in the majority in some of these polls.",Kamala Harris,Michigan,1,1,1
"When you take a look at what's expected of her in 538, even though she has a 55% chance of winning the electoral votes in Michigan, she's only barely at that majority mark, 50.3 to 49.7.",Kamala Harris,Michigan,0,1,0
"Maybe some of the internal, show Kamala Harris, in a pretty okay position in the state of Michigan.",Kamala Harris,Michigan,1,1,1
"But I think that also speaks to the range at which we could see Harris win by one, two, three points.",Kamala Harris,Michigan,1,1,1
"Michigan, same thing, Kamala Harris is in a good position in Michigan, there's no denying that.",Kamala Harris,Michigan,1,-1,1
"Doesn't mean she would be guaranteed to win it, the answer is absolutely not.",Kamala Harris,Michigan,0,1,0
"And I mean, all these different things, Quinnipiac, Michigan State University, TLDR, the numbers are getting better for Kamala Harris in Michigan.",Kamala Harris,Michigan,1,1,1
"Should Kamala Harris win Michigan, I'd honestly bet that she's winning Pennsylvania and potentially with it, the presidency as she goes across the electoral map and wins individual swing states that get her closer and closer to 270 until she absolutely crosses it.",Kamala Harris,Michigan,1,1,1
"No guarantee that she wins Michigan at this point. It's obviously more likely than not, but I will say this, Michigan has been a tricky one for Kamala Harris.",Kamala Harris,Michigan,0,1,0
"But as of right now, the numbers are telling us that Kamala Harris is doing a lot better in Michigan than she was before.",Kamala Harris,Michigan,1,1,1
And some very reputable sources as they enter into the final stages of polling and understanding the race are saying Kamala Harris is starting to win back support.,Kamala Harris,Michigan,1,1,1
"If there was ever a time for Kamala Harris to turn around a race, turn around some of these battlegrounds, that time would be now.",Kamala Harris,Michigan,0,-1,0
"It's because even though she's losing big lead, she's losing big lead among groups that make up a small portion of the electorate.",Kamala Harris,Michigan,-1,-1,-1
"And she's making it up among groups that make up a big portion of the electorate, even if the movements are small.",Kamala Harris,Michigan,1,0,1
"When it's all about turnout, what's key is enthusiasm, right, you know, whose voters are more excited about going out to vote: and Harris has like a 10 point advantage.",Kamala Harris,Michigan,1,1,1
She also has about a 10 point advantage on women voters.,Kamala Harris,Michigan,1,1,1
So I see a lot of signs that polling is not picking up their advantages for Harris.,Kamala Harris,Michigan,-1,0,-1
And I think that she's going to win.,Kamala Harris,Michigan,1,1,1
So this conventional wisdom that on college campuses is all women and they're all voting for Harris.,Kamala Harris,Michigan,1,1,1
Again I take your point that you think Harris is on track to win here.,Kamala Harris,Michigan,1,1,1
"The ticket has now changed, how do you view this new ticket, would you meet with the Harris-Walz ticket today: as I've expressed since President Biden has stepped aside and Vice President Harris has become the nominee for the Democratic Party, we believe the door has cracked open that there's now opportunity to have dialogue for us to understand how Vice President Harris will differentiate herself from President Biden on the path for Gaza.",Kamala Harris,Michigan,1,1,1
We have seen thus far that she has demonstrated being tough on rhetoric as it pertains to the remarks she made following her private meeting with Benjamin Netanyahu.,Kamala Harris,Michigan,1,-1,1
"But more than just being tough on rhetoric, we're hoping that she pairs that rhetoric with tough policy.",Kamala Harris,Michigan,0,1,0
We believe that this should be the shield for Vice President Harris and Governor Walz on this issue. And that's probably going to help Harris.,Kamala Harris,Michigan,1,1,1
"And if you look at 538, their polling average, Harris has a slight advantage.",Kamala Harris,Michigan,1,1,1
"She'll have 276, so that's something else that we're looking at.",Kamala Harris,Michigan,0,0,0
"There's a wave, a Democratic wave going across the country as she's going around with all these events here.",Kamala Harris,Michigan,1,0,1
"Is it possible to keep this momentum going, what does she need to do to keep the momentum between now and November: i think that she keeps doing what she's doing.",Kamala Harris,Michigan,1,0,1
I think that she's got a ton of momentum.,Kamala Harris,Michigan,1,0,1
"People are excited, her message of hope and positiveness and what's right about the country is connecting with people.",Kamala Harris,Michigan,1,1,1
"And again, no matter your politics, it's hard to have watched that and not to clear Harris the winner, at least poll after poll continues to show.",Kamala Harris,Michigan,1,0,1
"And on the behalf of 245 active in retirees in Michigan, our members want to make sure that we don't lose Michigan and Walz and Harris are the ticket that we're gonna bring home in Michigan.",Kamala Harris,Michigan,1,1,1
"It's the same old rhetoric and we're not going back to Tim Walz and Kamala Harris, give us a vision for all people, working class people, not just teamsters, not just unions, even though all the unions at Michigan support the Harris-Walz campaign.",Kamala Harris,Michigan,0,1,1
And she made sure that they could retire with dignity and respect.,Kamala Harris,Michigan,1,1,1
Kamala Harris and Tim Walz have the same vision as we do here in Michigan.,Kamala Harris,Michigan,1,1,1
"But the overall majority of Michigan teamsters at all the labor unions in Michigan understand that Kamala Harris and Tim Walz give us the best opportunity to move forward from hatred, visceral comments, they're desecrating our veterans.",Kamala Harris,Michigan,1,1,1
"I've come a third generation veteran family and they should be honored and cherished, not disgraced. And Kamala Harris and Tim Walz who wore a uniform for 24 years, surely gets that.",Kamala Harris,Michigan,1,1,1
And Kamala Harris will never stop fighting for middle-class Americans. She understands the struggles.,Kamala Harris,Michigan,1,1,1
"But the truth is, I can have those conversations with Kamala Harris when we disagree.",Kamala Harris,Michigan,1,-1,1
"When Joe Biden dropped out of the race and Kamala Harris became the nominee, Adam was initially hopeful.",Kamala Harris,Michigan,1,1,1
"You know, we hear a lot of talks about a ceasefire, but Kamala Harris and everybody, they say, you know, we want a ceasefire, but, and then what we want to see is a permanent ceasefire.",Kamala Harris,Michigan,0,1,0
"You know, I know right now in the polls, Kamala Harris is up. But guess what? Hillary Clinton, a week before elections, was up 10% in Michigan.",Kamala Harris,Michigan,-1,0,-1
"Now, a recent national poll puts Kamala Harris' support with the Muslim community at 30%.",Kamala Harris,Michigan,0,1,0
So we also need to talk about Kamala Harris being a threat to our democracy and the Democratic Party being a threat to our democracy.,Kamala Harris,Michigan,-1,-1,-1
"The campaign, VP Harris, the administration, they have repeatedly said to us that they actually don't want us to mobilize their people.",Kamala Harris,Michigan,-1,-1,-1
"If Harris does not move as it relates to policy, I cannot come out and endorse Harris.",Kamala Harris,Michigan,-1,1,-1
"But as more and more Arab and Muslim voters stop being loyal to the Democratic Party, it could make Kamala Harris's path to the White House extremely difficult.",Kamala Harris,Michigan,-1,1,-1
"The race in Michigan is extremely close, with Harris holding a slight but consistent lead in most polls.",Kamala Harris,Michigan,1,0,1
"A fourth TIP Insights poll from the same period, with 741 different likely voters, shows Harris leading 47% to 45%.",Kamala Harris,Michigan,1,0,1
"However, Harris began closing the gap, and by mid-August she had taken the lead, peaking around August 12th with a 3.4 percentage point advantage.",Kamala Harris,Michigan,1,1,1
"Since then, her margin has slightly decreased, but she continues to hold the upper hand.",Kamala Harris,Michigan,1,1,1
"This shift suggests that Harris's campaign efforts, particularly in urban centers like Detroit and Ann Arbor, have effectively rallied her base.",Kamala Harris,Michigan,1,1,1
Harris's ability to sustain her momentum and possibly widen her lead will be critical in securing Michigan's electoral votes.,Kamala Harris,Michigan,0,1,0
So how big of a problem does Harris have with young men: she has one.,Kamala Harris,Michigan,-1,-1,-1
Another demographic that Harris seems to have some issues with is Arab American voters.,Kamala Harris,Michigan,-1,0,-1
She is doing better amongst women.,Kamala Harris,Michigan,1,1,1
"I mean, look, relatively speaking, she is a newer candidate.",Kamala Harris,Michigan,-1,0,-1
She's not talking about the economy.,Kamala Harris,Michigan,-1,0,-1
She's not talking about the border.,Kamala Harris,Michigan,-1,0,-1
"January 6th stuff, that's where she pulls better.",Kamala Harris,Michigan,1,1,1
So she's at least going to close on the two issues that voters trust her and think she's best able to handle.,Kamala Harris,Michigan,1,1,1
"What is she gonna do: look, the polling is all trending away from her.",Kamala Harris,Michigan,-1,0,-1
"Right now in the Rust Belt, right: the three most important swing states, Pennsylvania, Michigan, Wisconsin, right now, she's behind in all, he may sweep all three of them.",Kamala Harris,Michigan,-1,-1,-1
"And in Michigan, which is probably the solid, most solid blue of those three, in the last 10 polls, she's only up by one.",Kamala Harris,Michigan,1,1,1
"But we'll, by specific Harris, signal to Democratic voters, 101,000 in Michigan, that she will end the killing and occupation of Palestinians.",Kamala Harris,Michigan,-1,-1,-1
"So yes, I think that she is at risk for losing peace between swing states, especially in states like Michigan, where we have the largest concentration of Arab Americans and Muslim Americans, people who know firsthand the effects and the impact of American-funded bombing.",Kamala Harris,Michigan,-1,1,-1
"If Kamala wants my vote, I want her to take a hard stance against these forever wars.",Kamala Harris,Michigan,0,-1,0
"I want her to take a hard stance against giving Israel any more money, especially for military purposes.",Kamala Harris,Michigan,0,1,0
"She can come out tomorrow and be like, hey, ceasefire, we're going to stop funding this war and we're going to move on.",Kamala Harris,Michigan,0,-1,0
"But I got to see, I don't know, Vice President Harris, I don't know her that well.",Kamala Harris,Michigan,-1,1,-1
"For Kamala Harris, these states represent both a formidable challenge and a significant opportunity to connect with voters.",Kamala Harris,Michigan,1,1,1
"To secure the presidency, she'll need to win back voters who felt left behind by the Democratic Party's previous strategies and policies.",Kamala Harris,Michigan,-1,1,-1
"But beyond that, she'll also need to energize a base that is still reeling from the shock of 2016, reigniting their passion and commitment.",Kamala Harris,Michigan,0,1,0
She must unite a fractured Democratic Party while also appealing to independents and disaffected Republicans.,Kamala Harris,Michigan,0,1,0
The outcome in Michigan and Wisconsin could very well hinge on her ability to do just that.,Kamala Harris,Michigan,0,1,0
Kamala Harris faces an uphill battle in Michigan and Wisconsin.,Kamala Harris,Michigan,-1,-1,-1
She needs to convince voters that she understands their concerns and has a plan to address them.,Kamala Harris,Michigan,0,1,0
She needs to articulate a clear vision for the future that resonates with their hopes and aspirations.,Kamala Harris,Michigan,0,1,0
One of her biggest challenges is overcoming the perception that she is a creature of the coastal elite.,Kamala Harris,Michigan,-1,1,-1
"She needs to connect with Midwestern voters on a personal level, showing them that she understands their values and shares their priorities.",Kamala Harris,Michigan,0,1,0
She needs to convince them that she's not just another politician making empty promises.,Kamala Harris,Michigan,0,1,0
"She needs to show them that she's a leader who will fight for them, someone who will listen to their concerns and work to improve their lives.",Kamala Harris,Michigan,0,1,0
"If enough Republicans in key states like Michigan and Wisconsin decide to vote for Harris, it could be enough to tip the scales in her favor.",Kamala Harris,Michigan,0,1,0
This has led some to believe that Haley is tacitly encouraging her supporters to back Harris as a way to move the Republican Party away from Trumpism.,Kamala Harris,Michigan,1,1,1
The extent to which Haley's supporters will ultimately back Harris is unclear.,Kamala Harris,Michigan,0,1,0
She'll also need to generate enthusiasm among young voters and minority voters in Detroit.,Kamala Harris,Michigan,0,1,0
"How critical is winning the state of Michigan to both of these candidates and their quest for 270 electoral votes: i mean, Gio, this is critical for Vice President Harris.",Kamala Harris,Michigan,0,-1,0
"The map gets so much harder, if not nearly impossible, for Harris if she loses Michigan. That's why, of course, she is spending so much time there.",Kamala Harris,Michigan,-1,-1,-1
A big day for her appearing for the first time alongside former First Lady Michelle Obama.,Kamala Harris,Michigan,0,0,0
"Now, of course, she's up with women by 10 points, but that gender gap is so apparent here. And that's a big part of her closing argument.",Kamala Harris,Michigan,1,-1,1
"In a poll conducted on voters from seven swing states, including Pennsylvania, Michigan, and Nevada, Harris was ahead by one to two percentage points compared to the former president.",Kamala Harris,Michigan,1,0,1
"47.6% to 47.2%, given the electoral college does structurally favour Republicans, this national lead would almost certainly not be enough for Harris to win 270 electoral votes.",Kamala Harris,Michigan,-1,1,-1
"The latest polling average via DDHQ has Harris up 1.8%, based on 13 polls, 49.2% to 47.4%.",Kamala Harris,Michigan,1,0,1
"That's for sure, but I know that Harris has the best interests of the American people at heart.",Kamala Harris,Michigan,1,1,1
Harris last night where she pledged to unify a divided country.,Kamala Harris,Michigan,1,0,1
"Any other just worried that under a Harris administration, it's going to continue.",Kamala Harris,Michigan,-1,-1,-1
"And with the way that the Biden, Harris and in Michigan, the Whitmer agenda have been pushing Chinese public support for Chinese vehicles, Chinese batteries and those types of things. And it's there's only one way for her to go.",Kamala Harris,Michigan,0,1,0
Kamala started playing pre-event defense with too small lead by having her circuits tell everyone how pro business she is.,Kamala Harris,Michigan,1,1,1
She accidentally gave up the mantle of the change candidate.,Kamala Harris,Michigan,-1,-1,-1
"That's what's going to decide this election, now she did other things wrong too.",Kamala Harris,Michigan,-1,-1,-1
I think Kamala had a bigger lead back then when I was talking about it two weeks ago.,Kamala Harris,Michigan,1,0,1
"And even a week ago, I thought, uh, you know, it right around now, Wednesday issue of last week, I thought she's got a lead and I thought there was some chance she could expand it, but then she's done everything wrong since then.",Kamala Harris,Michigan,-1,-1,-1
"Um, this is Michigan, Michigan where two weeks ago and even a week ago she had a lead and, and two weeks ago start almost started to feel comfortable.",Kamala Harris,Michigan,1,1,1
"She was up by three points in two different polls, uh, in Bloomberg and Cook political report, very credible polls in Michigan. That's Michigan, she's got to win Michigan.	",Kamala Harris,Michigan,1,1,1
And so now she's losing Michigan.,Kamala Harris,Michigan,-1,-1,-1
"So for God's sake, she's got to turn around and start talking about what she's going to do for you.",Kamala Harris,Michigan,-1,0,-1
"You've got to get the states that get you to 270 So I've got to change this back and now I can change it back to Harris So if she wins, Wisconsin Michigan and Pennsylvania There she is at 270 and she is done what has been done so many times before and that's when that blue wall that goes right through Wisconsin, Michigan and Pennsylvania.",Kamala Harris,Michigan,0,1,0
"Vice President Harris will be in michigan over the weekend, a state that is proving to be incredibly crucial for both of these campaigns as they try and win the White House come next week.",Kamala Harris,Michigan,0,1,0
I really don't think they know that Kamala is for the people.,Kamala Harris,Michigan,-1,0,-1
"A very, very tight lead for Kamala Harris right now, just two-tenths of a point, according to the Hill's polling.",Kamala Harris,Michigan,1,0,1
"But of course, the question becomes, well, does Michigan, is this a specific issue for Kamala given what the administration has the policy with respect to Gaza: and thus, I mean, there's a realm where she wins Michigan and loses Pennsylvania, but there's also a future where she loses Michigan and wins Pennsylvania.",Kamala Harris,Michigan,0,1,0
"We saw Kamala Harris meeting this week with Arab American leaders in Michigan, but we also saw her meeting with the UAW president, Sean Fain.",Kamala Harris,Michigan,0,0,0
One of the reasons why the Harris campaign is focusing so much on early voting and college campuses because those are more reliable Democratic voters if you can get them out and dropping off their ballots.,Kamala Harris,Michigan,0,0,0
One Michigan senator has thrown his support behind current Vice President Kamala Harris to become the Democratic nominee.,Kamala Harris,Michigan,1,1,1
Our Al Myers caught up with the senator in Lansing today and brings us the latest on why he's excited to support Harris.,Kamala Harris,Michigan,1,1,1
It didn't take long for Michigan Senator Gary Peters to throw his endorsement behind current Vice President Kamala Harris after President Biden stepped away from the presidential race.,Kamala Harris,Michigan,1,1,1
Peters told reporters after a Senate field hearing in Lansing that he quickly endorsed Harris for the nomination and noted just how quick he thinks the running mate selection will be.,Kamala Harris,Michigan,1,1,1
"There very well could be other names that are just not being talked about, but I know that Vice President Harris is going to have a choice of a lot of qualified individuals.",Kamala Harris,Michigan,0,1,0
"And when Kamala Harris was endorsed by the President and everybody across the party, all across the country, stepped up to say now let's come together and be unified with her, I think it bodes very well for the future.",Kamala Harris,Michigan,1,1,1
Kamala Harris is the best option we have right now.,Kamala Harris,Michigan,1,1,1
She's restored a bit of that faith that democracy will win.,Kamala Harris,Michigan,1,1,1
I know Kamala is more like women's rights.,Kamala Harris,Michigan,1,1,1
"NBC reports, Harris appears to be okay with the collective jitters, recognizing that if Democrats fear they might lose, they're more apt to show up at the polls and help her win.",Kamala Harris,Michigan,1,1,1
"Do you agree with that, i mean, 17 days out, how do you see Harris's chances as of today, right now: i mean, it's a complete coin flip at this point, but I do think that fear of losing is a very good motivator.",Kamala Harris,Michigan,0,-1,0
She needs to find some way to recapture the momentum.,Kamala Harris,Michigan,0,0,0
Kamala Harris has not been the Democratic nominee officially for a very long time.,Kamala Harris,Michigan,-1,0,-1
"So, she was being strategic with the calendar she was given.",Kamala Harris,Michigan,0,0,0
How critical do you see both Obamas as being on the trail for Harris: because she's just trying to energize that coalition.,Kamala Harris,Michigan,0,1,0
"Here's another look over here, talking about these seven battleground states what we want to do today is kind of take the logic because everything's so close right, we want to take the logic and flip it on its head turn it 180 degrees around all right: upper Midwest these states here right the blue wall Wisconsin Michigan Pennsylvania that's where Kamala Harris wants to turn the trick to get to 270.",Kamala Harris,Michigan,0,-1,0
"What makes America great is our, part of it is our economy and the Harris administration is coming after auto workers jobs.",Kamala Harris,Michigan,0,1,0
"I think things are just average for me right now. I don’t believe he’d make life worse, but I’m unsure he’d help either. As for her, it’s hard to say—she’d be the first woman president, which would be different and significant. But I’ve heard a lot of Black men aren’t voting, and if that’s true, it might hurt Kamala Harris’ chances. I don’t know why—it’s just what everyone’s talking about.",Kamala Harris,Michigan,-1,-1,-1
"We're sick of it. Everybody hates them now, and that's huge, too, because 20% of the Detroit suburb of Troy is Indian American. So you're an Indian American, and Kamala Harris is Indian American, but you're not supporting her. Most Indian Americans are not, even though she's from the community, but she doesn’t seem to consider it anyway",Kamala Harris,Michigan,-1,-1,-1
"Depending on what day you're asking, she might say, if it’s a Monday, ""I’m Black,"".",Kamala Harris,Michigan,-1,0,-1
What did she do: nothing and she wants to start helping the day one.,Kamala Harris,Michigan,-1,1,-1
"That was a bad move. She thinks they believe she’s going to help, but honestly, she’s not going to help. It just brings back memories",Kamala Harris,Michigan,-1,-1,-1
"She gets destroyed because that is a lie. What happened to Cheney? She’s not going to help with anything. Traditionally, Indian Americans used to vote for Democrats, but this election cycle is different.",Kamala Harris,Michigan,-1,-1,-1
We have a chance with Harris.,Kamala Harris,Michigan,1,1,1
"But with resentment swelling over the White House's support for Israel in its conflict with Hamas and Hezbollah, Dearborn voters are using their influence to threaten Vice President Kamala Harris' bid by withholding their votes or backing another candidate.",Kamala Harris,Michigan,-1,-1,-1
I'm committed for Kamala Harris.,Kamala Harris,Michigan,1,1,1
Kamala Harris on the other hand is focusing on abortion.,Kamala Harris,Michigan,0,1,0
"And what about Kamala Harris, what's the key thing she needs to convince Michiganders to do: to turn out and vote.",Kamala Harris,Michigan,0,1,0
"Mayor, share with us what it means to have vice president and Democratic nominee Kamala Harris here in technically Lansing, but Lansing to speak to workers at New York.",Kamala Harris,Michigan,0,1,0
"It's not my business, but Kamala didn't earn any of our votes.",Kamala Harris,Michigan,-1,0,-1
"She could lose and they'll say, well, if only those few thousand people in Dearborn or Hamtrack or other parts of Detroit who are Arab and Muslim had voted for her, she would have won.",Kamala Harris,Michigan,-1,1,-1
"It's like, so like when we're going to get scapegoated, what are they going to do, are they going to kill another hundred thousand of us, it's like seriously, what more can they do: now, the Harris campaign knows they have a problem.",Kamala Harris,Michigan,-1,-1,-1
"She's a compassionate, caring person that has integrity.",Kamala Harris,Michigan,1,1,1
She's the real deal.,Kamala Harris,Michigan,1,0,1
"I mean they've called out Barack Obama to lecture black men, the Kamala Harris campaign has.",Kamala Harris,Michigan,0,0,0
"It's so bad, these internal polls, that Kamala Harris has agreed to an interview with Fox News and Bret Baier.",Kamala Harris,Michigan,-1,-1,-1
The world wasn't at war and that's nothing that Kamala Harris can say that she's done because she's made it all worse.,Kamala Harris,Michigan,-1,0,-1
"Well, that's true, and look, the biggest muff, the biggest gaffe maybe of the last because Kamala Harris had a terrible two weeks.",Kamala Harris,Michigan,-1,1,-1
"And that also tells you how bad things are for the Harris campaign, don't they: absolutely.",Kamala Harris,Michigan,-1,-1,-1
"Up front as the whole idea of Barack Obama lecturing black men about voting for Kamala Harris went right off the tracks into the ditch and black women saying, you know what, who are you to lecture black men: another failed opportunity, another failed delivery of a talking point.",Kamala Harris,Michigan,-1,-1,-1
And you've got to remember Kamala Harris has been a candidate for president of the United States for only about 92 days.,Kamala Harris,Michigan,-1,1,-1
I think the conversations need to continue about how a Harris administration would handle the economy.,Kamala Harris,Michigan,0,0,0
"That's really interesting that you're saying, you have to remind people of who Kamala Harris is.",Kamala Harris,Michigan,0,1,0
"We're just, our job is to be on the ground, on the doors, on the phones, at events, everywhere we can be, where voters will be to remind them of the importance of this election and the importance of their vote and the need to vote for Harris.",Kamala Harris,Michigan,1,1,1
"This poll reveals a shift, as Harris gains a slight advantage, showing how fluid Michigan's voter base can be.",Kamala Harris,Michigan,1,1,1
"With Harris slightly ahead, Michigan remains a battleground that could shift either way.",Kamala Harris,Michigan,0,-1,0
"I don't know how Kamala Harris comes off as relatable to anybody, especially those who go out and are planning on voting for her because it's all about the race and gender card.",Kamala Harris,Michigan,-1,0,-1
"As far as economically, as far as safety, anything that you can possibly imagine has gotten worse under the Biden Harris administration.",Kamala Harris,Michigan,-1,-1,-1
"Uh, but her rally in Detroit and Michigan, uh, didn't go very well.",Kamala Harris,Michigan,-1,-1,-1
"It's exactly what she goes on to do, uh, during her rally says a rally for Kamala Harris in Detroit, Michigan on Wednesday reportedly ended in disaster with thousands stranded while certain staffers were brought to tears.",Kamala Harris,Michigan,-1,-1,-1
"And here's what we'll watch here, this is Kamala Harris with Breitbart news saying temper temper the source from C-SPAN.",Kamala Harris,Michigan,0,-1,0
"She hates this, she hates that she has to try to speak over people that she views as less than her.",Kamala Harris,Michigan,-1,-1,-1
"Yeah, there's some things that need to be changed, but Kamala's going to do that. She's going to make the changes.",Kamala Harris,Michigan,1,1,1
And I'm also really excited to be out here supporting Kamala Harris for president.,Kamala Harris,Michigan,1,1,1
I think that's definitely one of the top things that she should do when she gets elected.,Kamala Harris,Michigan,1,1,1
What do you think Kamala should do first if she gets elected: she'll know what to do.,Kamala Harris,Michigan,1,0,1
She didn't even really have a good answer.,Kamala Harris,Michigan,-1,1,-1
"Her answer was not good, basically, she just uses the talking points of the same talking points that everybody else has, which is she's a liar, and I don't like it.",Kamala Harris,Michigan,-1,-1,-1
"And then you ask them, well, what's going on with the country, how's it going, well, not very good, but, well, then why are you voting and what's her name: look at all these people.",Kamala Harris,Michigan,-1,1,-1
Kamala is going to save us.,Kamala Harris,Michigan,1,1,1
"I agree, and she's got to win.",Kamala Harris,Michigan,1,1,1
She's got to win for our country.,Kamala Harris,Michigan,1,1,1
I'm worried about it even when she wins.,Kamala Harris,Michigan,-1,1,-1
And I just feel Kamala just has that spark that we need as a country to bring everybody together.,Kamala Harris,Michigan,1,1,1
"So it's more she's good, not as much.",Kamala Harris,Michigan,-1,1,-1
"Well, I'm excited to see Obama, of course, like why not: and we're very excited to support Vice President Harris because we need strong leadership.",Kamala Harris,Michigan,1,1,1
"And that is something that probably does need to be to change, and I think a lot of that, especially when it comes to, you know, the Harris administration, they look, they're going to look for ways to make things easier to access for everyday people.",Kamala Harris,Michigan,1,1,1
Harris is getting about 7% of Republicans.,Kamala Harris,Michigan,0,0,0
"So there's no real clear leader with independents, but numerically, Harris has this slight higher number there.",Kamala Harris,Michigan,1,1,1
"But among likely voters, Harris is plus six, 50% to 44% with women.",Kamala Harris,Michigan,1,0,1
"I think this explains a lot about why Democrats are so nervous, right: like, Harris was supposed to rebuild this coalition from Obama to, you know, kind of wash away the fears about Joe Biden.",Kamala Harris,Michigan,-1,-1,-1
"And, you know, she's not really sort of running away with it in a way that, you know, there's concerns about black men voting, there's concerns about Arab Americans in Michigan, and it just means that, at the very end, you're gonna have Democrats, and Republicans, but Democrats do, very nervous at the end.",Kamala Harris,Michigan,-1,-1,-1
"So Saturday, Kamala Harris is going to be campaigning in a rally in Kalamazoo, trying to utilize a college town, Western Michigan University, with some special help from former First Lady Michelle Obama.",Kamala Harris,Michigan,1,1,1
"And so Harris is really trying to appeal to those voters, you know, certainly now in West Michigan, but she's spent a lot of time here in metro Detroit.",Kamala Harris,Michigan,0,1,0
Harris has gone on several radio shows that are pretty popular in metro Detroit like the Breakfast Club.,Kamala Harris,Michigan,0,1,0
She's she's been making a pretty direct appeals to that subset of voters.,Kamala Harris,Michigan,0,1,0
"And one of the main leaders of this is US Rep Rashida to leave who prominent Democrat from Detroit has not said who she's voting for president which is something that I think looms over, over the Harris campaign.",Kamala Harris,Michigan,-1,1,-1
Organizing and brushing up on their talking points are how these Chicago volunteers for Kamala Harris are spending their day.,Kamala Harris,Michigan,0,0,0
Harris and Walz were here on Wednesday as well so it's quite obvious that they see Michigan as a primary state that they need to woo and they recognize that it is blue now from the governor on down and they are probably going to schedule a lot more visits to Michigan between now and November.,Kamala Harris,Michigan,1,1,1
"And right now Kamala Harris shows a lead in Michigan according to the RealClearPolitics average, it shows her with a two and a half point lead although I think it's tighter than that because there's just one throwaway poll in there that shows her with an 11 point lead I don't think anybody believes that, you don't, I don't.",Kamala Harris,Michigan,-1,0,-1
"I believe from what I'm hearing is people want to hear them talk about the issues, the issues that are impacting their lives, how much they're paying for groceries, how much they're paying for gas, for small business owners here in Michigan, how difficult it is to start and continue a small business especially now with these minimum wage and tip mandates coming down in February and Michigan and so I think that so-called honeymoon period with Harris will wear off, people are going to want to hear how their lives are going to be better over the next four years with either of these candidates.",Kamala Harris,Michigan,-1,1,-1
"Look, if you look at, look, too much of this conversation, by the way, is asymmetrical, right: it's all about Harris and what she's got to do.",Kamala Harris,Michigan,0,0,0
So bringing Barack Obama here where he can try to fill that space while Vice President Harris is doing interviews today can try to get voters capitalizing on the moment they can vote now.,Kamala Harris,Michigan,0,0,0
"You have the former president in downtown Detroit, whereas vice president Kamala Harris will be in Grand Rapids and then in the suburban areas of the Detroit metro area.",Kamala Harris,Michigan,0,1,0
The first polling since the convention of 800 likely voters in Michigan finds that fully 50% of those asked said they would vote for Vice President Harris.,Kamala Harris,Michigan,1,0,1
"Happening this morning, early voting is set to begin in Detroit today with the polls opening at 9 a.m. And it is in the Motor City where Kamala Harris is also today meeting with faith leaders in hopes of shoring up their support.",Kamala Harris,Michigan,0,1,0
"So it's extremely close, perhaps Kamala Harris is just a step behind.",Kamala Harris,Michigan,-1,0,-1
"In Detroit last week, Harris did not address Gaza.",Kamala Harris,Michigan,-1,0,-1
"She highlighted Republican efforts to restrict abortion, which has been a winning issue for Democrats.",Kamala Harris,Michigan,1,1,1
"Nope, not Kamala Harris, this is bad news folks.",Kamala Harris,Michigan,-1,-1,-1
"And of course, you know, there's actually those polls out there that say that Kamala Harris is winning all these states.",Kamala Harris,Michigan,1,1,1
She's really not gaining votes because we're actually going to be diving in to the polling in Michigan.,Kamala Harris,Michigan,-1,-1,-1
"Yeah, this is not a good sign for her votes.",Kamala Harris,Michigan,-1,-1,-1
And the reason why a Liz Cheney and Dick Cheney is endorsing Kamala Harris is because they want the wars.,Kamala Harris,Michigan,-1,-1,-1
This world is on the brink right now under the Harris Biden administration.,Kamala Harris,Michigan,-1,0,-1
"Xi Jinping, Putin, they don't have any respect whatsoever for Biden and Kamala Harris.",Kamala Harris,Michigan,-1,-1,-1
"And by the way, guys, Biden's not running his country.",Kamala Harris,Michigan,-1,0,-1
