Sentences,Presidential_Candidate,State,Vote_1,Vote_2,Final_Sent
"Vote for Kamala Harris as the next president of the United States Vote with Tim Walz as the next vice president United States. Vote for Ruben Gallego and this whole incredible Arizona Democratic ticket. Tell your friends and family members and neighbors to do the same because if enough of us make our voices heard, we will leave no doubt about the outcome of this election we will leave no doubt about who we are and what America stands for and together we will keep building a country that is more fair and more just and more equal and more free.",Kamala Harris,Arizona,1,1,1
"For all of the working people struggling under Kamala's inflation nightmare, we will have large tax cuts for workers.",Kamala Harris,Arizona,1,1,1
"Because when we ask men, what do you think the campaigns are paying attention to, most of them say that the Harris campaign isn't paying enough attention, too little, to the concerns of men.",Kamala Harris,Arizona,-1,0,-1
"If we see by contrast Harris building on those margins, then we see that maybe she's got the better chance to win.",Kamala Harris,Arizona,1,1,1
So they're all Harris-Walz supporters.,Kamala Harris,Arizona,1,1,1
Kamala Harris and the Democrats have recognized the importance of the Latino vote in Arizona and have made concerted efforts to reach out to this community.,Kamala Harris,Arizona,1,1,1
"And the more pressure Kamala, the more pressure Kamala has, the more you see it happening.",Kamala Harris,Arizona,1,-1,1
And that's why she's strongly endorsing Vice President Kamala Harris and also LeBron James endorsed Vice President Kamala Harris today as well.,Kamala Harris,Arizona,1,1,1
"There's gonna be, when they count the votes, and they do the math, and they're the side of this, I'm convinced you're gonna have a record number of Hispanic and Latino voters coming into the Republican Party, a record number of black and African American voters, record number of Jewish voters and union workers and hardworking families, because they understand the Harris policies have destroyed their family finances.",Kamala Harris,Arizona,-1,1,-1
"We could do that with Kamala Harris after a 20-minute event, because she does word salads, and she couldn't hold court like that without a teleprompter.",Kamala Harris,Arizona,-1,-1,-1
"Meanwhile, the vice president Kamala Harris, she hopes to strengthen a political weak spot.",Kamala Harris,Arizona,-1,1,-1
"She will head to the border today in Arizona, southeastern corner, Chocochi's County.",Kamala Harris,Arizona,0,0,0
You will hear Kamala claim that the reason the border is not secure is that Congress has refused to pass her atrocious border bill.,Kamala Harris,Arizona,1,-1,-1
"And Harris' visit today will be here in Border Patrol's Tucson, Arizona sector.",Kamala Harris,Arizona,1,0,0
This is nothing more than for her to check the box.,Kamala Harris,Arizona,-1,0,-1
Harris is expected to arrive here later this afternoon.,Kamala Harris,Arizona,1,0,0
She will deliver remarks later this afternoon.,Kamala Harris,Arizona,1,0,0
And we'll see when she takes questions too.,Kamala Harris,Arizona,1,0,0
"And I know with the speech that she's going to lay out, but we'll see when that develops.",Kamala Harris,Arizona,1,0,0
Is there a reason why she would pick that corner of Arizona in Douglas: i asked the sheriff and it's apparently because he personally invited her here.,Kamala Harris,Arizona,1,0,0
I think that Kamala Harris matches Arizona perfectly.,Kamala Harris,Arizona,1,1,1
Thursday night a small group of big political players in the Grand Canyon state greeted vice president and Democratic presidential nominee Kamala Harris at Sky Harbor International Airport she didn't address reporters but her supporters said they wouldn't miss the chance to welcome her to Arizona.,Kamala Harris,Arizona,1,1,1
She's a very inspirational person I've got a wonderful background story and very impressive I was today very impressed just by how personable she was how charming she was.,Kamala Harris,Arizona,1,1,1
"When evaluating the candidates' issue positions versus their leadership qualities, slightly over half of Arizona voters prioritize issue stances, while Harris supporters tend to emphasize leadership traits more.",Kamala Harris,Arizona,1,1,1
"Harris is heading there today, again.",Kamala Harris,Arizona,0,0,0
"Democrats have traditionally counted on this voting block, but if we can take anything away from recent polling, it's that Harris has work to do to win over more Latinos, specifically male Latinos.",Kamala Harris,Arizona,0,0,0
"According to a recent USA Today Suffolk University survey, the GOP nominee is leading among male Latino voters ages 18 to 34, with 51 percent compared to Harris's 33 percent.",Kamala Harris,Arizona,-1,0,-1
"Of course, Arizona is once again in the midst of the conversation about whom Harris will pick to replace her on the ticket if she's moving up to the top of the ticket.",Kamala Harris,Arizona,0,1,0
"And by the way, I'm not going to charge up that 50 million dollars to Harris jumping into the lead for the Democratic nomination.",Kamala Harris,Arizona,1,0,0
We are ready for a President Kamala Harris.,Kamala Harris,Arizona,1,1,1
And the good news is Kamala Harris is ready to do the job.,Kamala Harris,Arizona,1,1,1
"This is a leader who has spent her life fighting on behalf of people who need a voice, who need a champion.",Kamala Harris,Arizona,1,1,1
"The point is, if you elect Kamala and Tim, they will not be focused on their problems. They will be focused on yours.",Kamala Harris,Arizona,1,1,1
They understand that too many folks not just here in Arizona but across the country are still struggling to pay the bills.,Kamala Harris,Arizona,1,-1,-1
The good news is that Kamala Harris does not have concepts of a plan. She has an actual plan to make her life better.,Kamala Harris,Arizona,1,1,1
She wasn't going to let anything stop her from winning as much relief as possible for the families who deserved it.,Kamala Harris,Arizona,1,1,1
"That's who she is, that's the kind of President Kamala Harris will be.",Kamala Harris,Arizona,1,0,0
"To lower housing costs, Kamala is going to cut red tape and work with state and local governments, as well as the private sector, to build 3 million new homes.",Kamala Harris,Arizona,1,1,1
"Concrete plans, she'll give first-time homebuyers up to $25,000 to help them with a down payment.",Kamala Harris,Arizona,1,1,1
"Kamala already worked with Joe Biden to take on the drug companies, bring down the cost of insulin, hearing aids, more than 50 prescription drugs.",Kamala Harris,Arizona,1,0,1
And as President Kamala will never stop working to limit out-of-pocket costs and protect your care.,Kamala Harris,Arizona,1,1,1
"Concrete plans, that's who Kamala is.",Kamala Harris,Arizona,1,0,1
"If you're starting a small business, Kamala Harris will give you a $50,000 tax credit to help you get it off the ground.",Kamala Harris,Arizona,1,1,1
"That's who Kamala is, that's what she stands for, not concepts of a plan.",Kamala Harris,Arizona,1,0,0
That's what Kamala Harris will do.,Kamala Harris,Arizona,1,0,0
"This is the kind of person who's going to help Kamala get stuff done, folks who share our values, and will do whatever they can to move the country forward.",Kamala Harris,Arizona,1,1,1
"Get off your coach and what, put down your phone and do what? Vote for Kamala Harris as the next president of the United States.",Kamala Harris,Arizona,1,1,1
"And as President, Kamala will never stop working to limit out-of-pocket costs and protect your care.",Kamala Harris,Arizona,-1,1,1
"I'm not that, and the good news is Kamala Harris is ready to do the job.",Kamala Harris,Arizona,1,1,1
"The point is, I was just picturing it, the point is, if you elect Kamala and Tim, they will not be focused on their problems, they will be focused on yours.",Kamala Harris,Arizona,1,1,1
"My friend Kamala will be a great, great, great president!",Kamala Harris,Arizona,1,1,1
"She is tough, she has grit.",Kamala Harris,Arizona,1,-1,1
Kamala stood up to Wall Street and the DeGroote Company.,Kamala Harris,Arizona,1,0,1
She will protect abortion access.,Kamala Harris,Arizona,1,1,1
She will defend our freedom.,Kamala Harris,Arizona,1,1,1
She will save lives.,Kamala Harris,Arizona,1,1,1
Kamala Harris will restore those freedoms and protect Roe v. Wade.,Kamala Harris,Arizona,1,1,1
Kamala Harris is going to lower housing costs.,Kamala Harris,Arizona,1,-1,1
She's going to lower the cost of prescription drugs.,Kamala Harris,Arizona,1,1,1
And she is going to cut taxes for the middle class.,Kamala Harris,Arizona,1,1,1
"Kamala Harris has been a prosecutor, attorney general, a senator, and now vice president.",Kamala Harris,Arizona,1,0,0
And now she is ready to be a president for all of America.,Kamala Harris,Arizona,-1,1,1
"And as Gabby has just said, Kamala Harris is going to make a great president.",Kamala Harris,Arizona,-1,1,1
"So one could argue that the voters from the vast reaches of the Navajo Nation, a largely rural, largely desert, thinly occupied non-urban area, could have been the ones who put Biden and Harris over the top four years ago.",Kamala Harris,Arizona,1,-1,1
"So does that mean a vote for Harris now, do you think: well, I mean, based on past history, it most likely does.",Kamala Harris,Arizona,1,1,1
So I can recall earlier this year being in Arizona to cover an event that Vice President Harris spoke at before Joe Biden dropped out.,Kamala Harris,Arizona,1,0,0
Still about 60% or more of Latino voters nationwide and in Arizona are generally considered to be pretty loyal Democratic voters and will probably wind up supporting Harris.,Kamala Harris,Arizona,1,1,1
There are of course no guarantees that Kamala Harris will be able to do the same this time around as we've been hearing.,Kamala Harris,Arizona,1,-1,-1
"Now granted, yes, I know those numbers have drastically dropped but many voters still fear that illegal border crossings would only increase if Harris becomes president.",Kamala Harris,Arizona,-1,-1,-1
And so on both issues actually it's very clear that Kamala Harris is the top candidate.,Kamala Harris,Arizona,1,1,1
"That's Arizona, and while there, Harris picked up a big endorsement.",Kamala Harris,Arizona,1,1,1
89 days to make Kamala Harris the next president of the United States.,Kamala Harris,Arizona,1,1,1
Joe Biden and Kamala Harris are allowing illegal people to come into our country.,Kamala Harris,Arizona,-1,-1,-1
He's a Republican but has endorsed Harris and greeted her on the tarmac yesterday.,Kamala Harris,Arizona,1,1,1
"I haven't heard a clear plan what she's going to do for us, for the community.",Kamala Harris,Arizona,1,-1,-1
"If she chooses, she will talk with her priest, her rabbi, her pastor, her imam, but it should not be the government telling her what to do.",Kamala Harris,Arizona,-1,0,0
"Today, Kamala Harris has been endorsed and actually has been endorsed for roughly a week now by the Republican mayor of Mesa, Arizona.",Kamala Harris,Arizona,1,1,1
"In many of her opening statements that she has done at new rallies across Arizona, Michigan, Wisconsin, she directly mentions the border and also acknowledges where she comes from as a prosecutor who was on a border state, meaning California.",Kamala Harris,Arizona,-1,0,0
"Now this Republican endorsement, I think, from mayors specifically to in the state of Arizona are really integral to Kamala Harris and her success in this presidential election.",Kamala Harris,Arizona,1,1,1
"And the way she addresses immigration, again, this is a very, very top issue for Joe Biden that is now translated to being a top issue for Kamala Harris, especially since the Biden-Harris administration really put Kamala Harris at the forefront of the border, the southern border crisis, whatever it might be.",Kamala Harris,Arizona,1,0,0
"And so right now, Kamala Harris receiving these endorsements is really, really good news.",Kamala Harris,Arizona,1,1,1
"But on the topic of immigration, Kamala Harris is already winning on the issue of election integrity.",Kamala Harris,Arizona,1,1,1
"This is where Kamala Harris really gets a bump, especially when Republican mayors are endorsing her for president of the United States.",Kamala Harris,Arizona,1,1,1
"Independents, nonpartisan mayors, some Democratic mayors too, all of them endorsing Kamala Harris gives her validity.",Kamala Harris,Arizona,1,0,1
And they also are doing ads for her.,Kamala Harris,Arizona,1,0,1
They're speaking at her rallies.,Kamala Harris,Arizona,1,0,0
She has now made it a concerted effort with this new announcement of a Republicans for Harris campaign.,Kamala Harris,Arizona,1,0,1
This Republican mayor from Arizona spoke at a Kamala Harris rally saying that these voters that are in the center owe absolutely nothing to the Republican Party.,Kamala Harris,Arizona,1,1,0
"It is that line of messaging that allows Kamala Harris to use these people to her advantage, to show that a lot of these people, beyond her own experience as a state attorney general of a border state, she has people who can speak to their own personal relationships with border police, their own personal relationships with the southern border, and why they believe that Kamala Harris is the best one for the job.",Kamala Harris,Arizona,1,1,1
"But what we are noticing is that over time, the numbers are getting better for Kamala Harris on the issue of immigration.",Kamala Harris,Arizona,1,1,1
"And to be quite honest, when you're looking at a lot of these topics, defense, immigration compounded together, there are not many other issues that Kamala Harris falls behind on.",Kamala Harris,Arizona,1,1,1
"I mean, we are seeing that Kamala Harris could very well turn around perceptions on many different topics, including immigration, right before November.",Kamala Harris,Arizona,1,1,1
"But doing a service to Democrats up and down the ballot, including her own, in states like Texas, New Mexico, Arizona, Nevada, California even, and some of these down-ballot races.",Kamala Harris,Arizona,1,1,1
"She certainly doesn't win Texas, but she comes into a point where Arizona is far more within reach than where it was before.",Kamala Harris,Arizona,1,1,1
"And if she continues this momentum and continues to reel in endorsements, continues to build up this very large pool of people, especially in states like Arizona, where they love people like Senator John McCain.",Kamala Harris,Arizona,1,1,1
"That rally clip of Republicans and the Republican mayor of Mesa, Arizona endorsing Kamala Harris has now been viewed 10 million times across platforms by the Kamala Harris campaign and many other surrogates that are platforming these clips.",Kamala Harris,Arizona,1,0,1
They're getting it to swing voters.,Kamala Harris,Arizona,1,0,0
"When people who know this immigration crisis the best are saying that Kamala Harris is the best person for the job, that is something that resonates with voters.",Kamala Harris,Arizona,1,1,1
"Kamala Harris shatters that with this new endorsement, with many other endorsements, and it is only going to continue.",Kamala Harris,Arizona,-1,1,1
And it all seems to be benefiting Kamala Harris.,Kamala Harris,Arizona,1,0,1
I hope that it's gonna be Kamala and Walz.,Kamala Harris,Arizona,1,1,1
I think Kamala Harris and her VP pick are much more hopeful and positive for everybody.,Kamala Harris,Arizona,-1,1,1
The Harris actually wants to do something for a country and I'm excited about them.,Kamala Harris,Arizona,1,1,1
"Absolutely, absolutely she can take the state.",Kamala Harris,Arizona,1,0,1
So Harris absolutely can take the state too.,Kamala Harris,Arizona,1,0,1
She wrapped up an event in Arizona just a short time ago.,Kamala Harris,Arizona,-1,0,0
"So Eva, how is Harris talking about immigration as she campaigns on the trail: well, Alex, she mostly leans into an enforcement message when she talks about immigration.",Kamala Harris,Arizona,0,1,0
Harris reiterates there was a bipartisan border enforcement bill.,Kamala Harris,Arizona,-1,0,0
"And Alex, we saw the vice president today in Arizona talk about if elected, she would create a bipartisan council of advisors in effort to reach Republicans, a big country over party push from her as well.",Kamala Harris,Arizona,1,1,1
"Now, Kamala Harris understands that this is not her best issue.",Kamala Harris,Arizona,-1,-1,-1
"And instead of talking about the problem, she is trying to focus more, as Eva was saying, on the solution.",Kamala Harris,Arizona,1,0,0
"I mean, she understands this isn't her best issue.",Kamala Harris,Arizona,-1,-1,-1
"She's going to do more, she's going to continue to do more.",Kamala Harris,Arizona,1,0,0
She's got to do more with Latino men.,Kamala Harris,Arizona,1,0,0
They just announced Kamala and she's going to continue to reach out to Latino men where they are and talk about the issues that they care about most.,Kamala Harris,Arizona,1,1,1
There was this long awaited moment on the campaign trail when President Obama would actually start getting out there for Kamala Harris.,Kamala Harris,Arizona,-1,0,0
"And with Kamala Harris and all her qualifications and achievements, it is unfortunately a little bit harder for her to make the case with just a sliver of men.",Kamala Harris,Arizona,-1,-1,-1
Tomorrow is a huge day for the Kamala Harris campaign.,Kamala Harris,Arizona,1,0,0
Some local high-profile Republicans are calling on voters to make Kamala Harris the next president of the United States for a simple reason.,Kamala Harris,Arizona,1,1,1
"Mayor Giles believes that Harris will advocate for middle class Americans, make sure billionaires pay their share of taxes and secure the southern border.",Kamala Harris,Arizona,1,1,1
"She's no stranger to the notion of these transnational gangs, you know, drug importation, human trafficking, things of this nature. She's prosecuted a lot of these kinds of things.",Kamala Harris,Arizona,1,1,1
"But it's not good enough that Harris is going to the border in Arizona finally, because she needs to say the right things while she's there.",Kamala Harris,Arizona,1,0,0
And Harris is getting 92% of Democratic votes.,Kamala Harris,Arizona,1,0,1
So definitely we're seeing Harris have an advantage among women.,Kamala Harris,Arizona,1,1,1
So Harris is getting the women vote by six points.,Kamala Harris,Arizona,1,0,1
"And so if I'm the Harris campaign, I need to make inroads into this economic issue.",Kamala Harris,Arizona,1,0,0
"You know, whether it's on Social Security, whether it's on caregiving, I noticed she had a big, you know, proposal on caregiving, have Medicare cover in-home care.",Kamala Harris,Arizona,1,1,1
And so I think it's smart on the Harris's campaign's part to be leaning into this idea of how do we take care of our older parents.,Kamala Harris,Arizona,1,1,1
Harris's approval as vice president is 44 percent.,Kamala Harris,Arizona,1,0,0
"But when you look at Arizona's numbers compared to the ones from perhaps the Blue Wall, other Midwest states, does anything stick out to you as differences: well, I mean, I think we are seeing we had a Pennsylvania poll out last week and Harris had a two point lead here.",Kamala Harris,Arizona,1,1,1
She's she's behind by two points.,Kamala Harris,Arizona,1,-1,-1
And so Harris does have the opportunity to win this state.,Kamala Harris,Arizona,1,1,1
"Harris criticizing the former president's controversial comments, appearing to threaten Congresswoman Liz Cheney.",Kamala Harris,Arizona,1,0,0
"Remember Kamala and Sleepy Joe, they broke it.",Kamala Harris,Arizona,1,-1,-1
She's a Marxist. She says things like this equity.,Kamala Harris,Arizona,-1,1,-1
"She says okay how much of your hard work and your money that you earn is somebody else's fair share? Your money you keep it the inflation the 26% inflation that the Biden-Harris administration caused is theft. It is an unfair taxation on your families, and you all feel it.",Kamala Harris,Arizona,-1,1,-1
They actually have Harris ahead by two points as well.,Kamala Harris,Arizona,1,1,1
"But Harris, she did something completely different, didn't she: yeah, totally different vibe.",Kamala Harris,Arizona,1,0,0
"But Harris, she's trying to strike a different tone.",Kamala Harris,Arizona,-1,0,0
"I'm joyfully, genuinely excited to vote for Kamala Harris.",Kamala Harris,Arizona,1,1,1
"I feel like Kamala, you know, where I look and say, well, you know, it seems stable.",Kamala Harris,Arizona,1,1,1
But that debate... Was it the debate that won you over? That's what I saw of Kamala Harris that I had never knew existed.,Kamala Harris,Arizona,1,1,1
"Sam saw that too, but she hasn't forgotten her roots.",Kamala Harris,Arizona,1,1,1
I'm excited about Kamala Harris.,Kamala Harris,Arizona,1,1,1
That Harris is cleverly using to target Republican women just like them.,Kamala Harris,Arizona,1,0,0
"Now, Kamala Harris has rolled out the red carpet to every illegal alien.",Kamala Harris,Arizona,1,-1,-1
She's offered to give them free health care benefits.,Kamala Harris,Arizona,1,1,1
"She's promised them to give them Social Security and Medicare, which would bankrupt those programs.",Kamala Harris,Arizona,-1,1,-1
"What are we doing to the veterans, what are we doing for the veterans who are sleeping under park benches and sleeping all over our country, homeless, when we're spending $1.4 billion to look after people who don't have the legal right to be here? That's what Kamala Harris' policies are doing to this country.",Kamala Harris,Arizona,1,-1,-1
"I don't blame them, I blame Kamala Harris for letting the illegal immigration problem fester.",Kamala Harris,Arizona,-1,-1,-1
"Now one of the biggest problems that comes from illegal immigration and Kamala Harris doesn't like to talk about it, and neither, of course, the corporate media who defends her at every step of the way, it is about the effect on housing prices.",Kamala Harris,Arizona,-1,-1,-1
"We've got to build more houses, first of all, which means stopping Kamala Harris's ridiculous regulations.",Kamala Harris,Arizona,-1,-1,-1
"But let's be honest, it doesn't matter how many homes we build, if we have a president like Kamala Harris who gives American homes to illegal aliens instead of American citizens, we are never going to make the American dream of homeownership.",Kamala Harris,Arizona,-1,1,-1
"Here's Vice President Kamala Harris landing in Phoenix Thursday, today she's getting ready for her first vague rally in Arizona as a Democratic nominee for president.",Kamala Harris,Arizona,0,0,0
And later today we know Harris will be talking to those supporters in Glendale and here we're bringing in our Blake Phillips in studio.,Kamala Harris,Arizona,0,0,0
Yeah guys once Vice President Harris announced her choice for VP we knew the dust was beginning to settle and now it's just a blitz to November 5th in Arizona a key state this election cycle.,Kamala Harris,Arizona,0,0,0
Of the eight battleground states Arizona has quickly become a focus for both parties with stops by Senator Vance last week and now Phoenix on Vice President Harris's list of stops Friday.,Kamala Harris,Arizona,0,0,0
Like will Kamala Harris make a visit to the border before November 5th Pima County GOP Chairman Dave Smith says he doesn't think the border is a priority for Harris.,Kamala Harris,Arizona,-1,0,-1
The Arizona border seems to be something she just simply can't go to.,Kamala Harris,Arizona,-1,0,-1
She goes to El Paso and and goes to the bridge but she hasn't been to the actual border crisis and local business owner and Democrat Joyce Eller says she thinks it would be great for Harris to visit the border though for different reasons and I'm hoping maybe she'll come to the border and see the vibrancy of the border community and the importance that it is to us in Arizona and maybe look at other alternatives other options.,Kamala Harris,Arizona,-1,1,-1
Chad Westerlyn is a political science professor at the University of Arizona and he says that the reason Harris is heading to Phoenix first is Maricopa County may be the key to Arizona.,Kamala Harris,Arizona,1,0,0
"If the Harris campaign doesn't win Maricopa County, they're not gonna win Arizona.",Kamala Harris,Arizona,1,-1,-1
"Now we're joined by John Giles, Republican mayor of Mesa, Arizona, who endorsed Kamala Harris and is speaking tonight.",Kamala Harris,Arizona,-1,1,1
Selecting Kamala was the very first decision I made before I became when I became our nominee.,Kamala Harris,Arizona,1,0,1
She'll be a president we can all be proud of.,Kamala Harris,Arizona,1,1,1
And she will be an historic president who puts her stamp on America's future.,Kamala Harris,Arizona,1,0,1
She came to the to the office of vice president with a reputation of being a fairly progressive senator.,Kamala Harris,Arizona,1,0,1
"I think that was probably fair, but I've seen her evolve over the last four years.",Kamala Harris,Arizona,1,1,1
She's had this amazing on the job experience with Joe Biden.,Kamala Harris,Arizona,-1,1,1
And we've seen that the Biden Harris administration be a very centrist administration.,Kamala Harris,Arizona,-1,0,0
"They've accomplished some amazing bipartisan legislation through Congress, things like the chips act, the bipartisan Infrastructure Act, the inflation reduction reduction act.",Kamala Harris,Arizona,1,1,1
So I think she is going to govern from a centrist position.,Kamala Harris,Arizona,1,0,0
"Alright, so Vice President Harris and Minnesota Governor Tim Walz, they're continuing their focus on battleground states with a rally today in Phoenix, Arizona.",Kamala Harris,Arizona,1,0,0
"But the significance of being here, we just spoke to the Republican mayor of Mesa, John Giles, who again, he's a Republican, but he's come out in support of Vice President Kamala Harris.",Kamala Harris,Arizona,1,1,1
"I also want to mention, Juliet, going back to the topic of immigration, we're hoping also to speak today to a DACA recipient to talk about what he wants to hear from Vice President Harris and Governor Walts when it comes to immigration, border security and immigration reform, because this is again a key issue for this state.",Kamala Harris,Arizona,0,1,0
It is good to be back in event marks Kamala Harris to Arizona in her second July.,Kamala Harris,Arizona,1,1,1
"She touched on abortion, a little bit on about uplifting Native American. That's something that the governor of the Gila River spoken support behind Harris.",Kamala Harris,Arizona,0,1,1
"And the only way forward, the only way forward is to elect Kamala Harris as our next president, and Tim Walz as our next vice president, and cast that vote now.",Kamala Harris,Arizona,1,0,1
"Was it Kamala Harris, was it neither: okay, Nicole, is a neither and Denise, you're a neither too.",Kamala Harris,Arizona,0,0,0
A lot of people said she had to show us who she was.,Kamala Harris,Arizona,1,-1,-1
"What she did, she came across as presidential, articulating her vision and her desire to help everybody get up on their feet.",Kamala Harris,Arizona,1,1,1
"Yeah, I just think she's the more more candidate that stands out the most.",Kamala Harris,Arizona,1,1,1
"I think this debate really from my side, I went more for her because she explained herself and said why she would be a good president.",Kamala Harris,Arizona,1,1,1
"Well, I did like how Kamala kind of opened the door to talk about how she feels about certain policies.",Kamala Harris,Arizona,1,1,1
"And I would like to just learn more, unfortunately, the way the debate turned out, we didn't get to hear a lot about exactly how she feels about certain things.",Kamala Harris,Arizona,-1,-1,-1
"And for vice president Harris, I think women's reproductive rights was her big issue and will be from now until election day.",Kamala Harris,Arizona,1,0,0
Kamala Harris has been consistently supporting of women's right to make her own decisions.,Kamala Harris,Arizona,1,1,1
And Harris doesn't really seem to jive with that logic.,Kamala Harris,Arizona,1,0,0
The frustration he feels is a reason why there is a robust Republicans for Harris movement.,Kamala Harris,Arizona,1,-1,1
Republicans voting for Harris explained their fears at a DNC convention watch party.,Kamala Harris,Arizona,1,0,0
"Joining us now, the mayor of Tempe, Arizona, Corey Woods, who is a surrogate for Vice President Harris.",Kamala Harris,Arizona,1,0,0
She's been an incredible public servant during the course of her career who always has put people first.,Kamala Harris,Arizona,1,0,1
"As pretty much all the speakers have talked about, the first thing that Kamala Harris always led with when she was a prosecutor was Kamala Harris for the people.",Kamala Harris,Arizona,1,1,1
And we know that that's why she's going to be elected the next president of the United States this coming November 5th.,Kamala Harris,Arizona,1,1,1
Another finds Vice President Harris up by five.,Kamala Harris,Arizona,1,0,1
"We need the leadership of Vice President Harris as president because, frankly, she has talked about how she becomes president.",Kamala Harris,Arizona,1,0,1
"That same bill that was negotiated bipartisan basis, she will sign into law.",Kamala Harris,Arizona,0,0,0
And we know Vice President Harris is someone who also cares about results and has a proven history of getting the job done.,Kamala Harris,Arizona,1,1,1
"I think you're seeing Vice President Harris for who she really is, an exceptional candidate, an exceptional person.",Kamala Harris,Arizona,1,0,1
She's also holding a rally outside Phoenix.,Kamala Harris,Arizona,0,0,0
"She is in Chandler, Arizona.",Kamala Harris,Arizona,-1,0,0
"And really trying to excavate things about Harris when it comes to her economic plan, when it comes to social infrastructure that they believe can resonate with people.",Kamala Harris,Arizona,1,0,1
And they've also built a huge coalition of Spanish speaking volunteers and supporters who are on the ground really trying to communicate why they believe Harris is the better choice.,Kamala Harris,Arizona,1,1,1
"Also today Kamala Harris plans to tackle an issue considered one of her biggest weaknesses, border security.",Kamala Harris,Arizona,1,0,0
She said to visit the southern border in Arizona and make her case for handling the border crisis.,Kamala Harris,Arizona,1,0,0
Well Harris is expected to propose sending more agents to the border and new ways to target fentanyl trafficking.,Kamala Harris,Arizona,-1,1,1
"The pushing with Kamala with more current things like Chaperone and Charlie XCX when it comes to more pop culture stuff, I don't really agree with that.",Kamala Harris,Arizona,-1,1,-1
"We are ready for a President, Kamala Harris.",Kamala Harris,Arizona,1,1,1
"The point is, I was just picturing it, the point is if you elect Kamala, they will not be focused on their problems, they will be focused on yours.",Kamala Harris,Arizona,1,-1,1
"They understand that too many folks, not just here in Arizona but across the country, are still struggling to pay the bills.",Kamala Harris,Arizona,1,-1,1
"Concrete plans she'll give first-time homebuyers up to $25,000 to help them with a down payment.",Kamala Harris,Arizona,1,1,1
"Kamala already worked with Joe Biden to take on the drug companies, bring down the cost of insulin.",Kamala Harris,Arizona,1,0,1
"Harris, of course, will be here in Arizona later today, although the full details of her trip have still not been released.",Kamala Harris,Arizona,1,0,0
"The last time that Kamala Harris was in Arizona, you might remember it, was that big rally at the Desert Diamond Arena in Glendale.",Kamala Harris,Arizona,1,1,1
"This is the first time the Vice President will visit Arizona since 2021 when she toured Lake Mead, now the face of shrinking water supply concerns for the Southwest.",Kamala Harris,Arizona,1,0,0
Harris is in the battleground state of Arizona for the first time since President Biden dropped out of the race and endorsed her.,Kamala Harris,Arizona,0,-1,0
"Her visit comes as she secures a major endorsement from the League of United Latin American Citizens, the first time the civil rights group has ever endorsed a candidate.",Kamala Harris,Arizona,1,1,1
So far Harris has only confirmed she will be at one of them.,Kamala Harris,Arizona,1,0,0
"She's traveling with the Harris campaign in Phoenix, Arizona.",Kamala Harris,Arizona,1,0,0
"Fixing the border is tough, so is Kamala Harris.",Kamala Harris,Arizona,-1,-1,-1
"But Elaine, you also mentioned that LULAC endorsement that Vice President Harris and Governor Walz received earlier today.",Kamala Harris,Arizona,1,1,1
He wants to hear more from the Harris campaign on her vision for immigration reform and helping Dreamers like him. That she is going to actually prioritize and legalize Dreamers.,Kamala Harris,Arizona,1,0,0
"And obviously a lot of that depends on Congress as well, but it will really be interesting, Elaine, to see how Vice President Harris speaks about the topic of immigration, both immigration reform and border security before this Arizona crowd today.",Kamala Harris,Arizona,0,1,0
The campaign says that they've opened around 13 offices in Nevada where she's traveling to tomorrow and around a dozen here in Arizona.,Kamala Harris,Arizona,1,0,0
"Well, this is what it's all about, five days out from election day and Kamala Harris is here in Arizona trying to rally the troops for one last night, of course.",Kamala Harris,Arizona,1,0,0
"Nearly 63 million Americans have already voted and with the polls razor thin, Kamala Harris needs all the votes she can to become president.",Kamala Harris,Arizona,0,0,0
"Kamala Harris appealed to voters' concerns about the economy, the cost of living and jobs, saying it will be her focus every single day as president.",Kamala Harris,Arizona,1,0,1
"She also promoted access to health care, saying it fitted her belief and dignity for all people.",Kamala Harris,Arizona,0,1,1
"Kamala Harris says she's fighting for the future, describing it as a fight for freedom.",Kamala Harris,Arizona,1,0,1
Kamala Harris has a chance.,Kamala Harris,Arizona,1,1,1
And I think that Vice President Harris is obviously best equipped to do that.,Kamala Harris,Arizona,1,1,1
"Joining us are two members of Arizona Republicans for Harris, retired appeals court judge Daniel Barker and business owner Emily Benton Heaton.",Kamala Harris,Arizona,1,0,0
I want to make one thing clear at the start because there's a few Republicans for Harris groups.,Kamala Harris,Arizona,1,0,0
"Our goal is like the Harris campaign, we want to see Harris elected, but we're prohibited from coordinating with the Harris campaign.",Kamala Harris,Arizona,-1,1,1
He's the co-chair of Republicans for Harris through the campaign.,Kamala Harris,Arizona,0,0,0
"Monday morning, you're going to see 50 digital billboards throughout the valley on all the freeways saying Arizona Republicans for Harris, Arizona Independents for Harris, Arizona Moderates for Harris, Arizona Conservatives for Harris.",Kamala Harris,Arizona,1,0,0
Make the case for Republicans who might be thinking about voting for Kamala Harris.,Kamala Harris,Arizona,1,0,0
"Kamala Harris, I believe, fits all of those.",Kamala Harris,Arizona,1,0,1
"Now, of course, we're Arizona Republicans for Harris.",Kamala Harris,Arizona,1,0,1
"But what I appreciate about her is that I know she is, she has a great track record of following the rule of law and the Constitution and continuing our democracy.",Kamala Harris,Arizona,1,1,1
She is the best candidate.,Kamala Harris,Arizona,1,1,1
