Sentence,Candidate,State,Vote 1,Vote 2,Final Sentiment
Harris' remarks concur with the White House's months-long opposition to the company's planned sale to Nippon Steel of Japan.,Kamala Harris,Pennsylvania,0,0,0
"Former President Donald Trump, the Republican nominee, is scheduled to be sentenced in his New York hush money case on the 18th.",Donald Trump,Pennsylvania,0,0,0
"Zooming out, Harris has a slight edge nationally.",Kamala Harris,Pennsylvania,0,0,0
"Over the weekend, there was another scare near a Trump rally, this time in California.",Donald Trump,Pennsylvania,0,-1,0
"Major, this will be Harris' eighth visit in western Pennsylvania.",Kamala Harris,Pennsylvania,0,0,0
"Why do I emphasize that: because western Pennsylvania and its political proclivities are more like Wisconsin and Michigan, both also very important to the Harris Electoral College map.",Kamala Harris,Pennsylvania,0,1,0
And there are counties around Allegheny County that Trump carried.,Donald Trump,Pennsylvania,0,0,0
And Harris unveiled a new policy aimed at helping black men.,Kamala Harris,Pennsylvania,1,1,1
"The Harris campaign is trying to make that overall health, fitness, mental acuity argument a subtext to this campaign.",Kamala Harris,Pennsylvania,0,-1,0
"So Anthony, we just spoke with major about the push from the Harris campaign to court, particularly black male voters.",Kamala Harris,Pennsylvania,0,0,0
"Yeah, a lot of people say and feel they're still increasing, but Trump voters much more so.",Donald Trump,Pennsylvania,0,1,0
"For Trump voters, a majority say they feel that efforts to promote gender equality have been going too far.",Donald Trump,Pennsylvania,-1,0,-1
"Look, I want to see Kamala Harris deliver her vision for a future for all Americans, particularly for young Americans.",Kamala Harris,Pennsylvania,0,1,1
I'm super proud to cast my first ever ballot for President Trump.,Donald Trump,Pennsylvania,1,1,1
"Right now, inflation and prices are up, wages and savings are down under the disastrous policies of Kamala Harris and Joe Biden.",Kamala Harris,Pennsylvania,-1,-1,-1
"And so a vote for President Trump is a vote for affordability, prosperity, and the American dream for my generation.",Donald Trump,Pennsylvania,1,1,1
"Ryan, what do you think they need to hear on Tuesday, that undecided voter: i think they need to hear, at least from President Trump, how he's going to turn the economy around.",Donald Trump,Pennsylvania,0,-1,0
"How is President Trump going to deliver: and I think if he articulates his message well, he stays on point.",Donald Trump,Pennsylvania,0,1,1
Trump's abortion bans are going into implementation state after state.,Donald Trump,Pennsylvania,-1,0,-1
"I mean, from my perspective, it seemed like he's hands on with a lot of things.",Donald Trump,Pennsylvania,0,1,0
"This matters more than anything right now, the stakes of this election with the statement being made by Donald Trump, I felt like I had to be here.",Donald Trump,Pennsylvania,0,1,0
"And what would you hope to take away from this whole situation after the rally is all said and done: well, I think the reason Trump is here is show strength, that he will not be chased away.",Donald Trump,Pennsylvania,0,1,0
I've had people criticize Donald Trump.,Donald Trump,Pennsylvania,0,-1,-1
Donald Trump was just a good president and he's the best president of my lifetime.,Donald Trump,Pennsylvania,1,1,1
"And the bar was really low, but I like Donald Trump.",Donald Trump,Pennsylvania,0,1,0
I think he's a good guy.,Donald Trump,Pennsylvania,1,1,1
I think he's got character defects.,Donald Trump,Pennsylvania,0,-1,-1
He's the right guy for the job.,Donald Trump,Pennsylvania,1,0,1
"So if there's an individual that is on the fence and they don't know who to vote for because they've been listening to the internet and online and seeing joy, happiness, vibes, all that type of stuff, what would you tell them to sway them to vote for the right person: i told my buddy, he said, I'll never vote for Donald Trump.",Donald Trump,Pennsylvania,0,1,0
"And now they're saying Trump is the worst, but Trump has surrounded himself by really good people today.",Donald Trump,Pennsylvania,-1,0,-1
"So please, if you don't like Donald Trump, totally get it.",Donald Trump,Pennsylvania,-1,0,-1
"So Libby, let's talk about Donald Trump.",Donald Trump,Pennsylvania,0,0,0
"But the Trump campaign is calling it, quote, a love fest.",Donald Trump,Pennsylvania,0,1,0
"And what this was supposed to be was a town hall moderated by Christy Noem, where Trump was answering questions from voters in Pennsylvania.",Donald Trump,Pennsylvania,0,0,0
"But last night, definitely more bizarre Trump event that we've seen this election cycle.",Donald Trump,Pennsylvania,-1,0,-1
I wonder if the Trump campaign has responded to the vice president's use of his own words at her rallies to rally voters to her cause.,Donald Trump,Pennsylvania,0,0,0
"Vice President Kamala Harris is saying, listen to the former president's words, let them speak for himself.",Kamala Harris,Pennsylvania,0,0,0
"They think that he can dig his own hole, if you will.",Kamala Harris,Pennsylvania,0,0,0
He'll be watching and trying to make sure that there's no efforts to overturn the election again.,Donald Trump,Pennsylvania,0,0,0
Harris is underperforming with them.,Kamala Harris,Pennsylvania,-1,0,-1
Harris is also underperforming against minority voters.,Kamala Harris,Pennsylvania,-1,0,-1
But it seems that that post-debate bump that a lot of analysts expected that she would have is pretty much gone now.,Kamala Harris,Pennsylvania,0,1,0
"Now I should mention, Donald Trump recently posted on Truth Social.",Donald Trump,Pennsylvania,0,1,0
He just did the other day on the Team Trump Facebook page.,Donald Trump,Pennsylvania,0,0,0
The vice president heading to a couple areas of Pennsylvania that Trump won in 2020.,Kamala Harris,Pennsylvania,0,1,0
And I think it's because people see that she's offering a positive vision for the country and rejecting the chaos and division of Donald Trump.,Kamala Harris,Pennsylvania,0,-1,0
"And so when you go in to communities like this in Lucerne and Cambria County, Pennsylvania, where the margins really matter, she's speaking to voters to try to get her message out that we can actually turn the page on the Donald Trump era and come together and unite as a country.",Kamala Harris,Pennsylvania,0,1,0
"Ian, Trump has been leaning into that baseless conspiracy theory about migrants eating pets.",Donald Trump,Pennsylvania,-1,-1,-1
She talked about her plans to take on grocery pricing and housing pricing and bring those down for the American people.,Kamala Harris,Pennsylvania,1,0,0
She talked about reproductive freedom and how she wants to protect it and sign a law that codifies Roe v. Wade.,Kamala Harris,Pennsylvania,0,1,0
"Those are the things that voters actually care about, and Donald Trump is ranting about conspiracy theories that don't make any sense and that people are actually laughing at when he says them.",Donald Trump,Pennsylvania,-1,1,-1
"When you talk about trying to expand who she's reaching, we have heard from some undecided voters that we've talked to that even after the debate, they still don't know enough about the vice president's plans for the future and how her vision is different from President Biden's.",Kamala Harris,Pennsylvania,0,1,0
And she's offering her own set of proposals and vision for the country.,Kamala Harris,Pennsylvania,0,1,0
And what the next 50 some odd days will do is allow her to get out on the campaign trail and share those priorities directly with the American people.,Kamala Harris,Pennsylvania,0,1,0
"And when the vice president talks about her history as a prosecutor, for example, and who she was fighting to protect and who she was defending, taking on the big banks to get 20 billion dollars for homeowners who got screwed during the during the financial crisis, you know, taking on gangs who were smuggling people and drugs across the border.",Kamala Harris,Pennsylvania,0,-1,0
"We might, but I still want to see more about Kamala Harris.",Kamala Harris,Pennsylvania,0,1,0
"Kamala Harris won, as far as I'm concerned.",Kamala Harris,Pennsylvania,0,1,0
"She was direct, she was concise.",Kamala Harris,Pennsylvania,1,0,1
She had more talking points ready.,Kamala Harris,Pennsylvania,0,1,0
"She talked around it, and I want a more direct answer.",Kamala Harris,Pennsylvania,0,1,0
"I like how she brought up multiple things that she wanted to do for policy, and people keep saying, I don't know why she doesn't want to talk about policy.",Kamala Harris,Pennsylvania,0,1,0
He would not vote for Trump a third time.,Donald Trump,Pennsylvania,-1,0,-1
Democrats who urged Biden to exit race say Harris is exceeding expectations.,Kamala Harris,Pennsylvania,1,0,0
Democrats who urged Biden to exit race say Harris is beyond expectations.,Kamala Harris,Pennsylvania,1,0,0
"At a fragile moment with Democrats frustrated and fearful about the President's reelection prospects, Ryan posted on social media that Harris has significantly grown into her job.",Kamala Harris,Pennsylvania,0,-1,0
We told you Harris was a better option.,Kamala Harris,Pennsylvania,0,1,0
"Yeah, i mean, every single Congress person, I think, who spoke up and vouched for her early on, they're allowed to be smug.",Kamala Harris,Pennsylvania,0,1,0
"The image, which went viral on Wednesday, shows eight of his relatives wearing Walz's for Trump t-shirts, signaling their support for Republican presidential nominee and former President Donald Trump.",Donald Trump,Pennsylvania,0,1,1
"It took more than six weeks for Harris and Walz to sit down for their first official interview, which aired as a pre-taped segment with CNN's Dana Bash on Thursday.",Kamala Harris,Pennsylvania,0,0,0
"The interview has sparked controversy, with some commentators questioning why Vice President Harris needed Governor Walz by her side for the occasion.",Kamala Harris,Pennsylvania,0,-1,0
"To date, Harris has yet to hold a formal press conference, raising further concerns about transparency and accessibility as the campaign heats up.",Kamala Harris,Pennsylvania,-1,0,-1
"Our top story tonight involves a tense exchange at the White House earlier today, where White House correspondent Peter Ducey questioned press secretary Kareen Jean-Pierre about Vice President Kamala Harris's shifting policy positions.",Kamala Harris,Pennsylvania,0,-1,0
"Ducey pressed Jean-Pierre on why Harris has changed several stances since her time as a U.S. senator and during the 2020 presidential race, despite Harris recently stating that her values have not changed.",Kamala Harris,Pennsylvania,0,1,0
"Her positions on key issues, such as health care for illegal immigrants, fracking and policing have evolved over time, leading to questions about her consistency as she prepares for the upcoming election season.",Kamala Harris,Pennsylvania,0,-1,0
"Here, Donald Trump told people to go out and vote on January 5th.",Donald Trump,Pennsylvania,0,0,0
And then he just stands there for like minutes listening to these songs.,Donald Trump,Pennsylvania,0,1,0
I'm just going to show you small portions of it because this goes on for minutes as he's bobbing around and these songs are playing here.,Donald Trump,Pennsylvania,0,1,0
"Nice and loud, god bless you, let's send President Trump back to the White House.",Donald Trump,Pennsylvania,1,1,1
Then someone has a medical event at the event and Donald Trump says the individual should lose weight.,Donald Trump,Pennsylvania,-1,-1,-1
"Here's the individual, by the way, who Donald Trump yells at and tells to lose weight as he's being stretchered out of the rally.",Donald Trump,Pennsylvania,-1,-1,-1
Kamala Harris is a good person.,Kamala Harris,Pennsylvania,1,1,1
"And he says that the migrants who are there lawfully are actually illegal immigrants, spreading more racism and xenophobia.",Donald Trump,Pennsylvania,-1,-1,-1
And Donald Trump then tries to talk about gas and cooking.,Donald Trump,Pennsylvania,-1,0,0
"And I don't even know what he's even saying here because, again, he's really mentally having real issues.",Donald Trump,Pennsylvania,-1,0,-1
"He says he's going to take another question, then changes his mind and then calls Democrats evil.",Donald Trump,Pennsylvania,-1,-1,-1
He then tells his production crew to play the YMCA and then starts dancing to the YMCA.,Donald Trump,Pennsylvania,0,1,0
"Just you can clip it where he starts talking about where he starts dancing, but just show a small portion of it because he then just dances to the whole YMCA song and then takes more questions and then starts dancing to those other songs.",Donald Trump,Pennsylvania,0,0,0
"She's ready, she has been making this clear for a long time.",Kamala Harris,Pennsylvania,1,1,1
He would release his his medical records.,Donald Trump,Pennsylvania,0,0,0
He's been forgetting things.,Donald Trump,Pennsylvania,-1,0,-1
We'll give him a break on this.,Donald Trump,Pennsylvania,0,0,0
He's a nearly 80 year old man.,Donald Trump,Pennsylvania,0,0,0
He's ranting and rambling until people get bored and leave his rallies.,Donald Trump,Pennsylvania,-1,-1,-1
He went on there and he suggested that he is going to send the military against the enemy from within.,Donald Trump,Pennsylvania,0,-1,0
He's talking about someone who comes to a rally to express their love and their commitment to our democracy.,Donald Trump,Pennsylvania,0,1,0
"So look, if anybody wants to pretend that this is a normal conversation that Donald Trump is having, just dispel that.",Donald Trump,Pennsylvania,-1,-1,-1
"The former chairman of the Joint Chiefs of Staff, Mark Milley, said, no one has ever been more dangerous to this country than Donald Trump, and he is a fascist to his core.",Donald Trump,Pennsylvania,-1,-1,-1
And we can do that by making Kamala Harris the president of the United States.,Kamala Harris,Pennsylvania,0,1,0
"Here, play this clip, and so after all these years, we know who Donald Trump is.",Donald Trump,Pennsylvania,0,1,0
He is someone who will stop at nothing to claim power for himself.,Donald Trump,Pennsylvania,-1,-1,-1
He has worked to prevent women from making their own health care decisions and threaten your fundamental freedoms and rights.,Donald Trump,Pennsylvania,-1,1,-1
Hey guys welcome back to another video today we will be talking about the state of Pennsylvania in the 2024 presidential race and now it really is going more and more towards Kamala Harris as the election approaches it's now only 24 days away she is simply running away with the state of Pennsylvania.,Kamala Harris,Pennsylvania,0,1,0
"I think that if there's a tie in Pennsylvania, like in the statistical polling, I think that Trump will win.",Donald Trump,Pennsylvania,0,1,0
"It wasn't by a huge margin and it was close, but he did win.",Donald Trump,Pennsylvania,0,1,1
I think that he wins on a tie.,Donald Trump,Pennsylvania,0,1,0
That was because they did an interior poll and they found that the majority of the people within the union endorsed Trump.,Donald Trump,Pennsylvania,0,1,0
"So they said, well, we can endorse Trump.",Donald Trump,Pennsylvania,0,1,0
"So they decided to stand down and stand by, so to speak, i think that Pennsylvania is Trump's to lose.",Donald Trump,Pennsylvania,-1,-1,-1
"If the trajectory of the race though remains roughly stable, I would expect Trump to win Pennsylvania.",Donald Trump,Pennsylvania,0,1,0
"And this, by the way, is terrible news for Kamala Harris.",Kamala Harris,Pennsylvania,-1,-1,-1
"She goes to the border, as literal borders are, and doesn't really want to take questions from journalists, of course, about this.",Kamala Harris,Pennsylvania,-1,-1,-1
"And basically just sloganeers the entire time, trump has put forth concrete plans for what he wants to do.",Donald Trump,Pennsylvania,-1,0,0
"Even for her, though, it seems odd that more than half of her actual policy positions are literally borrowed from her opponent.",Kamala Harris,Pennsylvania,-1,-1,-1
"This is short bus Kamala, basically.",Kamala Harris,Pennsylvania,-1,0,0
"It'll go over so well, i mean, I'm looking at the political situation, they're like, what the fuck is going on at this point: and I think that Trump wins.",Donald Trump,Pennsylvania,-1,1,1
"And number two, the socioeconomic situation that we find ourselves in favors a populist platform like Trump's in places like Pennsylvania, in places like Nevada.",Donald Trump,Pennsylvania,0,1,0
Trump will conduct diplomacy.,Donald Trump,Pennsylvania,-1,0,0
He's getting roundly criticized by the liberals for doing so as well.,Donald Trump,Pennsylvania,-1,0,-1
"It's like Trump says, hey, I want to get a peace deal between Ukraine and Russia.",Donald Trump,Pennsylvania,0,1,0
"If you're getting squeezed by prescription drug prices, Kamala Harris is going to take on Big Pharma.",Kamala Harris,Pennsylvania,1,0,0
"You know, we have said all along that this decision was a deeply personal decision that Vice President Harris was going to have to make.",Kamala Harris,Pennsylvania,0,0,0
And she's chosen the person that she believes can help her win this election and that she believes can help her best govern.,Kamala Harris,Pennsylvania,1,1,1
We're fortunate to have Kamala Harris as our nominee and our next president.,Kamala Harris,Pennsylvania,1,1,1
"There have also been some reports that your predecessor, former lieutenant governor and now Senator John Federman expressed concerns about Governor Shapiro to the Harris campaign.",Kamala Harris,Pennsylvania,0,0,0
"But how confident are you that Vice President Harris and Tim Waltz can win Pennsylvania in November: you know, I think as Democrats, we have a job to do to get out all across Pennsylvania to talk about our vision for this country, how we're going to create an economy that works for everyone, how we are going to make our community safer and how we're going to create ladders of opportunity for everyone.",Kamala Harris,Pennsylvania,0,1,1
Kamala Harris has fought at every turn to move America forward.,Kamala Harris,Pennsylvania,1,-1,1
"Donald Trump at every turn has fought to take us backwards, to strip us of our fundamental rights and freedoms.",Donald Trump,Pennsylvania,-1,0,-1
"And I think at the end of the day, people are going to understand that contrast and they're going to vote to make Kamala Harris our next president.",Kamala Harris,Pennsylvania,1,0,1
I'm proud to co-chair black voters for Kamala Harris here in Pennsylvania.,Kamala Harris,Pennsylvania,1,1,1
"We have to talk about the 2024 presidential election, because it appears that Kamala Harris is in deep trouble in the key swing state of Pennsylvania.",Kamala Harris,Pennsylvania,-1,-1,-1
"And I know, that sounds crazy, like, wait, what: according to some people, Kamala Harris is up by 15 points.",Kamala Harris,Pennsylvania,-1,0,0
"And she said, the polling is so bad in Pennsylvania, that not even Josh Shapiro could deliver the state.",Kamala Harris,Pennsylvania,-1,-1,-1
"Look at this, on the RCP average right now, Trump is up by two points.",Donald Trump,Pennsylvania,-1,0,0
"Yeah, trump plus two, despite Trump, quote unquote, collapsing everywhere else, he's still up by two points in Pennsylvania.",Donald Trump,Pennsylvania,0,0,0
"So while the national and even statewide polling in some states has gotten worse for Trump, it seems like in Pennsylvania, it stayed about the same.",Donald Trump,Pennsylvania,0,-1,-1
"It could, but as of now, the public polling is showing a Trump plus two lead.",Donald Trump,Pennsylvania,-1,0,0
But now it's still a Trump lead.,Donald Trump,Pennsylvania,-1,0,0
"Now, I want to go over why this is a big deal that Harris is potentially in deep trouble in Pennsylvania.",Kamala Harris,Pennsylvania,-1,-1,-1
"It's like Trump plus two in Wisconsin, Trump plus three in Pennsylvania, which I'm not saying it's a guarantee.",Donald Trump,Pennsylvania,0,1,0
That's why it's such a big deal if Pennsylvania goes towards Trump.,Donald Trump,Pennsylvania,-1,0,0
"And that's why I think the Harris campaign, they're kind of freaking out because if Josh Shapiro wasn't enough to save them, how are you going to win, how are you supposed to win Pennsylvania: if not, even Josh Shapiro would be enough to win the presidency.",Kamala Harris,Pennsylvania,-1,1,-1
"But after that, she cannot lose a single state.",Kamala Harris,Pennsylvania,0,1,0
"Now, does this mean Trump's going to win Pennsylvania by 10 points: no.",Donald Trump,Pennsylvania,0,1,0
This should be when her polling's at her and it's absolute peak.,Kamala Harris,Pennsylvania,1,0,0
So she's already down by two to three points and this is when she should be pulling her best.,Kamala Harris,Pennsylvania,-1,1,-1
"And if Trump is really winning Pennsylvania, do you really think he's losing Wisconsin: i doubt it.",Donald Trump,Pennsylvania,-1,-1,-1
"So really at this point, Harris cannot lose any more states.",Kamala Harris,Pennsylvania,-1,1,-1
"Why do you think both campaigns, they're kind of ignoring Wisconsin, Nevada, but they're throwing everything at Pennsylvania, Georgia, kind of Arizona, but they're targeting Pennsylvania, Georgia the most because if you win just one of these two states of your Trump, your pathway to winning the presidency is all but secured.",Donald Trump,Pennsylvania,0,1,0
"And if they're not confident about Pennsylvania, how do you expect to win because of Trump's winning Pennsylvania, do you think he's losing Wisconsin or even Michigan at that point: i doubt it.",Donald Trump,Pennsylvania,-1,1,-1
I really don't know what the Harris campaign does if they lose Pennsylvania.,Kamala Harris,Pennsylvania,-1,-1,-1
"If she just gives up in Pennsylvania, which I don't think she will, but if she's losing Pennsylvania by two to three points as of now and even Josh Shapiro wouldn't have saved them.",Kamala Harris,Pennsylvania,-1,-1,-1
Does anyone really expect her to win: i don't know.,Kamala Harris,Pennsylvania,-1,0,-1
"I guess it's possible that maybe she wins every other state except Pennsylvania, but I don't see that occurring.",Kamala Harris,Pennsylvania,0,1,0
"Yeah, he's probably the clear favorite at that point.",Donald Trump,Pennsylvania,1,1,1
It actually is giving Trump just as many votes as Philadelphia is in excess giving the votes for whoever the Democratic candidate is.,Donald Trump,Pennsylvania,0,1,0
"Now the most recent New York Times, Siena poll shows Kamala Harris at 43% of the vote in the Northeast part of the state.",Kamala Harris,Pennsylvania,1,0,0
"Now, if you take Fayette County, which I mentioned earlier, talking in comparison to Philadelphia County, you actually have a 10% decrease in the amount of voters voting there, yet the numbers have gone up 13% for Donald Trump during this time.",Donald Trump,Pennsylvania,-1,0,0
"So that is a good thing as well, and with the latest poll numbers that we see out of Northeast Pennsylvania, if Kamala Harris is able to get over 40 percent, chances are they're going to win the state.",Kamala Harris,Pennsylvania,1,1,1
"It's done, kamala Harris wins.",Kamala Harris,Pennsylvania,1,1,1
"And if you take into reporting from our own Selena Zito, who basically kind of crisscrosses Pennsylvania the whole time, feels to be that there there's Kamala still got a lot of work to do there if she's going to win it.",Kamala Harris,Pennsylvania,0,1,0
"And I would imagine as well, there's still a certain resentment that they turfed out one of their own to replace and replace her on the ticket.",Kamala Harris,Pennsylvania,-1,1,-1
"Do we see Donald Trump investing time and campaign money in Pennsylvania in a way that shows his campaign kind of gets how important Pennsylvania is, i mean, do you see a strategy to the way he's campaigning: yeah, it's interesting.",Donald Trump,Pennsylvania,1,1,1
But I would have thought that Trump would want to purely focus on these crucial swing states.,Donald Trump,Pennsylvania,0,1,0
"Now, he's obviously been in Pennsylvania a lot and Trump is somewhat kind of omnipresent and he's never off your TV.",Donald Trump,Pennsylvania,-1,0,0
He's never not posting on on a truth social.,Donald Trump,Pennsylvania,0,1,0
"Maybe, but yeah, there just seemed to be a kind of strange lack of focus from his campaign.",Donald Trump,Pennsylvania,0,-1,-1
"If he were to get on message and start campaigning where he needs to, he has some opportunities for growth.",Donald Trump,Pennsylvania,0,1,1
But she's run a fairly flawless campaign so far and still isn't budging.,Kamala Harris,Pennsylvania,1,1,1
"I don't know if she does have many more opportunities, if any.",Kamala Harris,Pennsylvania,0,1,0
"I think when you say she's run a flawless campaign, it's because it's mistake free one, I guess, is a better way.",Kamala Harris,Pennsylvania,1,1,1
"Yeah, it's mistake free, but it's because she's not giving those opportunities to go mistake free.",Kamala Harris,Pennsylvania,1,-1,-1
She's given hardly any interviews thus far.,Kamala Harris,Pennsylvania,-1,0,-1
I don't think she's done a press conference as far as I can recall.,Kamala Harris,Pennsylvania,-1,0,0
"That it's a kind of double edged sword to caramelize not giving herself the opportunity to make mistakes, but at the same time, it kind of cuts off access to who she is.",Kamala Harris,Pennsylvania,0,-1,-1
So I don't know if Kamala really kind of has many more opportunities.,Kamala Harris,Pennsylvania,0,1,0
They don't seem to want to do another debate.,Kamala Harris,Pennsylvania,0,-1,-1
She certainly has shown no indication that she's going to go on a freewill interview spree.,Kamala Harris,Pennsylvania,0,1,0
"So the fact that somebody said even recently, like I guess Kamala changed her opinion about fracking.",Kamala Harris,Pennsylvania,0,1,0
Former President Trump also in Pennsylvania last night making his pitch to voters at a town hall event that took an unusual turn Senior national correspondent tremor and has the details.,Donald Trump,Pennsylvania,0,0,0
"Good morning, Terry Good morning, George Donald Trump came here to the suburbs of Philadelphia one of the critical battlegrounds in this battleground state looking for votes But as you say that town hall event that he held quickly turned into something very different when the candidate turned into a DJ a overnight Donald Trump in his 11th trip to must win, Pennsylvania Urged his supporters to turn out on election day.",Donald Trump,Pennsylvania,0,1,0
How about this: we'll play YMCA Trump kept DJing and most of his supporters stayed for another 30 minutes of his place People Inside the hall seemed to like it very much at the end Trump did something he rarely does he came down off the stage and Mangled with the crowd shaking hands and chatting with people.,Donald Trump,Pennsylvania,1,1,1
"Specifically, we're looking at Kamala Harris's chances, and one state that has everyone on edge, Pennsylvania.",Kamala Harris,Pennsylvania,0,1,0
"But this article doesn't hold back, it straight up calls out the Harris campaign for being, quote, poorly run in Pennsylvania.",Kamala Harris,Pennsylvania,-1,1,-1
"So alienating local leaders in Philadelphia, it's not a good look for the Harris campaign.",Kamala Harris,Pennsylvania,-1,-1,-1
"Really: yeah, like there's this underlying sense that this lack of engagement with local leaders, it's a pattern for the Harris campaign, not just limited to Philadelphia.",Kamala Harris,Pennsylvania,-1,1,-1
So they're stepping on toes all over the state.,Kamala Harris,Pennsylvania,-1,0,0
And it's not like they don't have strong allies in Pennsylvania.,Kamala Harris,Pennsylvania,0,-1,0
They highlight this meeting that Harris's campaign had with Latino leaders.,Kamala Harris,Pennsylvania,0,1,0
"And is the Harris campaign doing that: well, based on this article, there are definitely some doubts.",Kamala Harris,Pennsylvania,-1,1,-1
"Because time is running out, with the election just weeks away, is there enough time for the Harris campaign to salvage their chances in Pennsylvania, or is this a sign of larger problems within the campaign: it's hard to say for sure.",Kamala Harris,Pennsylvania,-1,0,-1
"This narrow margin reflects a competitive race, with Trump staying within striking distance, showcasing his resilience and ability to maintain strong support in Pennsylvania.",Donald Trump,Pennsylvania,1,1,1
"This razor-thin margin demonstrates that Pennsylvania is highly competitive, and Trump remains a formidable challenger capable of gaining ground.",Donald Trump,Pennsylvania,1,1,1
"This poll shows a closer race, indicating that Trump is capable of gaining more support among registered voters as the election date nears.",Donald Trump,Pennsylvania,1,1,1
"This shift in Trump's favor reflects his ability to rally voters and gain momentum, indicating that Pennsylvania remains a battleground state where Trump is making strong inroads.",Donald Trump,Pennsylvania,1,1,1
"This result highlights Trump's continued momentum and ability to appeal to a broad cross-section of voters, keeping him highly competitive in Pennsylvania.",Donald Trump,Pennsylvania,1,1,1
"This close result demonstrates that Trump is in a strong position heading into the final stretch of the campaign, with Pennsylvania shaping up to be a critical battleground.",Donald Trump,Pennsylvania,1,-1,1
"The optics look great, he was great.",Donald Trump,Pennsylvania,1,1,1
"He's a billionaire, big, uh, real estate tycoon, whatever, but he's still to us, one of us.",Donald Trump,Pennsylvania,1,0,1
"Like I said, he could volunteer to rescue puppies and kittens and they would still try to find a way to say he did something wrong.",Donald Trump,Pennsylvania,-1,1,-1
He could be out there picking up litter trash.,Donald Trump,Pennsylvania,-1,0,-1
"It don't matter, they would say he did something wrong.",Donald Trump,Pennsylvania,-1,-1,-1
"Okay, so talking about all you Trump supporters are being negative and violent.",Donald Trump,Pennsylvania,0,-1,-1
"There are reports suggesting Trump worked at him at Donald's, but that's not quite right because there's differences between work and stage theatrics.",Donald Trump,Pennsylvania,-1,0,0
Kamala Harris is locking down food network voters.,Kamala Harris,Pennsylvania,-1,0,-1
Her love of cooking and dreams of opening a restaurant are relatable to America's foodies.,Kamala Harris,Pennsylvania,1,1,1
"Thank you, i want to take a look at the Trump store.",Donald Trump,Pennsylvania,0,1,0
"Okay, so he comes to you from the common sense perspective and then he comes to you from the business perspective and real people can recognize that we see what's going on.",Donald Trump,Pennsylvania,0,1,0
We see how Trump is different from your regular political person who was just an actor at best and not even a good actor.,Donald Trump,Pennsylvania,-1,0,-1
"So, president Trump, thank you, hello everybody.",Donald Trump,Pennsylvania,1,1,1
"Okay, and we got a picture of Trump out the window waving.",Donald Trump,Pennsylvania,0,1,0
And then this iconic picture of the staff leaving when Trump won hilarious.,Donald Trump,Pennsylvania,0,1,1
"If it's a cheap stunt, then you got a picture of Kamala literally flipping burgers.",Kamala Harris,Pennsylvania,-1,0,-1
Trump is set to hold a major rally with GOP candidates tomorrow night.,Donald Trump,Pennsylvania,1,0,0
He has peddled former President Donald Trump's false claims about the 2020 election.,Donald Trump,Pennsylvania,-1,0,-1
"Back to Trump for a second, rachel, he's traveling to the state on Saturday for a rally with those top Republican candidates.",Donald Trump,Pennsylvania,0,1,0
"Back to my previous point, there's such a thing as a good resignation, right: she knew when she pulled out earlier.",Kamala Harris,Pennsylvania,0,1,0
"It was a good idea, right: it kind of worked out well for her.",Kamala Harris,Pennsylvania,1,1,1
"When Kamala was Vice President, she got a 28% approval rate, which is lower than, I think it was Mike Pence, lower than Dick Cheney, and lower than Biden.",Kamala Harris,Pennsylvania,-1,-1,-1
She's got the lowest ever polling for things like that.,Kamala Harris,Pennsylvania,-1,0,-1
She got the lowest ever on record.,Kamala Harris,Pennsylvania,-1,-1,-1
They want us to believe she's popular.,Kamala Harris,Pennsylvania,0,1,0
"But now that Kamala is there, everything she's done has been really well scripted.",Kamala Harris,Pennsylvania,-1,1,1
"It's been really slick and polished, she hasn't had to face an election debate yet.",Kamala Harris,Pennsylvania,1,0,1
"She's going to have to do all the press conference, which she has refused to do.",Kamala Harris,Pennsylvania,-1,-1,-1
"And you know, this whole talk about project 2025 and they're just trying to attach that to Trump and they're saying that that has nothing to do with Trump.",Donald Trump,Pennsylvania,-1,0,-1
So and Trump is planning to still attend per his advisors.,Donald Trump,Pennsylvania,0,0,0
"So yeah, so that happened, i also wanted to take a moment out and read the statement that Trump made on Twitter.",Donald Trump,Pennsylvania,0,1,0
"I know that people don't like Trump, but I don't have any hatred for him at all.",Donald Trump,Pennsylvania,-1,0,-1
"Another disastrous speech by Donald Trump, this one in Harrisburg, Pennsylvania, you hear him there bragging about the mugshot based on the felonies he was accused of in Georgia.",Donald Trump,Pennsylvania,-1,-1,-1
So he wants to share the story of Hannibal Lecter again here.,Donald Trump,Pennsylvania,0,1,0
"But when I say Hannibal Lecter, they say, why does he keep mentioning it, because Hannibal Lecter was a serious psycho, right: he was the Silence of the Lands.",Donald Trump,Pennsylvania,0,-1,0
"He's great, he's a Trump voter.",Donald Trump,Pennsylvania,1,1,1
"I don't think we have to worry about him, do we: he's a Trump voter all the way.",Donald Trump,Pennsylvania,0,-1,0
"Ergo, she's tough on crime.",Kamala Harris,Pennsylvania,0,-1,0
"Play the clip, she wasn't tough on crime.",Kamala Harris,Pennsylvania,-1,0,-1
Kamala is the new fighter.,Kamala Harris,Pennsylvania,0,1,0
"He then says the reason that he loses is because Democrats cheat, play the clip.",Donald Trump,Pennsylvania,-1,-1,-1
Then Donald Trump praises the crowd size on January 6th.,Donald Trump,Pennsylvania,0,1,0
"He's horrible, it's insurrection.",Donald Trump,Pennsylvania,-1,-1,-1
