Sentence,Presidential_Candidate,State,Vote_1,Vote_2,Final_Sent
"You never know, Trump could have a landslide victory if everything gets put into place.",Donald Trump,Michigan,1,0,1
I believe he also gets close to winning the popular vote.,Donald Trump,Michigan,1,1,1
I'm not sure if he'd won the popular vote but it's possible.,Donald Trump,Michigan,1,1,1
So but then based on like margins of like error and like Trump underperforming I mean overperforming polls you have kind of like this scenario.,Donald Trump,Michigan,0,1,0
So it just shows that Trump is making gains.,Donald Trump,Michigan,1,1,1
I would have never thought by Election Day that Trump would have been leading in the average in Michigan.,Donald Trump,Michigan,1,0,0
"But I bet it is still crazy to think that Trump is in the lead in a state like Michigan, Michigan a state that just votes almost straight liberal.",Donald Trump,Michigan,1,1,1
But just to tell you guys I just want to show you like the gains Trump's been making Michigan actually leading for Trump in the actual average.,Donald Trump,Michigan,1,1,1
Donald Trump has a rally in Detroit just about a block away from here.,Donald Trump,Michigan,0,-1,0
"You know you talked about mobilization just a moment ago, but in terms of like politics of issues, is there anything, and let's talk about both candidates starting with Trump, that they have to really nail in terms of the Michigan voters: this has been an absolute consistency in this campaign.",Donald Trump,Michigan,1,1,1
"Donald Trump is focusing on two issues here in Michigan, the economy and immigration.",Donald Trump,Michigan,1,0,0
"There was a string of Democratic presidential victories here in Michigan between 1992, right until 2016 when Trump flipped it.",Donald Trump,Michigan,1,0,1
"He has come to Michigan and talked quite a bit about electric vehicles, electrification in general.",Donald Trump,Michigan,0,0,0
Right now the real clear politics average has Trump up one.,Donald Trump,Michigan,1,1,1
That's an eight to 12 point shift to Donald Trump.,Donald Trump,Michigan,1,0,1
"They say to you, hey, my financial situation under former President Donald Trump a few years ago was better than it is now.",Donald Trump,Michigan,1,1,1
"What do you say to them: i start by reminding them that the economy that President Trump inherited was actually Barack Obama's economy, and he shepherded that economy right into a crisis.",Donald Trump,Michigan,-1,-1,-1
"When you're talking to those voters, what do you say to that constituency: we talk a lot about the truth of who Donald Trump is.",Donald Trump,Michigan,0,1,0
"Trump's slim lead indicates Michigan is just as tightly contested as Georgia, with both candidates fiercely competing for voter support.",Donald Trump,Michigan,0,1,0
"Now I say all this to again, warn Republican voters and Trump voters, uh, not to be complacent and not to think that this election, uh, is one before even a single vote is cast because we need to act like that this race is tightening.",Donald Trump,Michigan,0,1,0
"Uh, but again, this, this is horrible right here and to happen in Michigan of all places, this is good for Trump and it's good for, uh, undecided voters who maybe are leaning more towards Trump when they see stuff like this, but Democrats continue to shoot themselves in the foot.",Donald Trump,Michigan,1,1,1
"And obviously, I really don't think that Trump is going to protect people who are part of the LGBT community, especially those who are trans.",Donald Trump,Michigan,-1,-1,-1
We were working on a video about how there's been a huge groundswell of support for Donald Trump right here in Michigan.,Donald Trump,Michigan,1,1,1
Do you think Trump doesn't want women to vote: i'm not saying Trump.,Donald Trump,Michigan,-1,-1,-1
"And anybody but a felon, anybody what: but a felon, but a felon: okay, anybody but Trump, what do you hate about Trump the most: his rhetoric.",Donald Trump,Michigan,-1,-1,-1
"He's nasty, he's, he's degrading.",Donald Trump,Michigan,-1,-1,-1
He's a very hateful man.,Donald Trump,Michigan,-1,-1,-1
And he's going to ruin our country.,Donald Trump,Michigan,-1,-1,-1
He already has divided our country with his first term.,Donald Trump,Michigan,-1,0,-1
"What did he lie about, what has he lied about: it's the simpler question to answer, and that's maybe his name and his age, and that's about it.",Donald Trump,Michigan,-1,-1,-1
"He ran on a lot of resentment, like you said, false information.",Donald Trump,Michigan,-1,-1,-1
"He's bad because a lot of people, right: a lot of people are like, I just don't like him.",Donald Trump,Michigan,-1,1,-1
But the reason why they don't like him is because of the premise that he comes.,Donald Trump,Michigan,-1,-1,-1
"He ran up under resentment, no offense, but he really did.",Donald Trump,Michigan,-1,-1,-1
"I just think with him, you think she's got it all all together.",Donald Trump,Michigan,0,0,0
"What is it about Trump that you do not like: he's unhinged, and he doesn't care about people at all.",Donald Trump,Michigan,-1,-1,-1
He turned that into more of a disaster than it would have been under better leadership.,Donald Trump,Michigan,-1,-1,-1
"And to see what they're still going through after the hurricanes and to know under Trump's presidency, he was trying to deny them any help because he said that they weren't our problem.",Donald Trump,Michigan,-1,-1,-1
"So that lady basically said, what did Trump do wrong: and she said, well, Covid, you messed up Covid.",Donald Trump,Michigan,-1,-1,-1
"So that opinion is new, all he knows is Project 2025.",Donald Trump,Michigan,-1,0,-1
"I'm not saying he's not smart. He's smart, but he also doesn't think women should have the rights.",Donald Trump,Michigan,-1,-1,-1
"And that goes along with, you know, the... the two billionaires that are supporting him, the fool who sent him... Peter... Peter Tule.",Donald Trump,Michigan,-1,0,-1
"I mean, this guy is really dangerous because he said women should not be voting.",Donald Trump,Michigan,-1,-1,-1
"And Donald Trump is plus six, equally 51% to 45% with men.",Donald Trump,Michigan,1,0,0
Trump's still doing his best on immigration.,Donald Trump,Michigan,1,1,1
"But that abortion and reproductive rights number, that's one of the reasons Donald Trump is not yet running away with this race.",Donald Trump,Michigan,-1,-1,-1
"The question Trump's pledge to go after enemies if elected, reason to vote against him, 50%, doesn't make a difference, 26, reason to vote for him, 24.",Donald Trump,Michigan,-1,-1,-1
"But Donald Trump's behavior is clearly another part of this equation, as are his criminal convictions.",Donald Trump,Michigan,-1,-1,-1
"But the total, and he's more popular than ever, all those things are true, but they are still weights around him because I think without them, Donald Trump may be running away with it.",Donald Trump,Michigan,-1,1,1
"Donald Trump has done really well in in in Macomb County, the northern suburb of Detroit that's more more blue collar for his auto industry message is really honed in on his railing against electric vehicles.",Donald Trump,Michigan,1,1,1
"And to that point, one of Donald Trump's biggest supporters in the African American community is former Detroit Mayor Kwame Kilpatrick, who he essentially sprung from prison on his last day in office by commuting his sentence for his for his 20 years in the city hall, and Kilpatrick is out working various networks he's he's done radio ads for Trump that are on black radio stations.",Donald Trump,Michigan,1,0,1
"And the other thing that Trump is trying to do is he's trying to, he's trying to take advantage of the downright crisis the democrats have with their Arab American constituency.",Donald Trump,Michigan,0,-1,0
"If you look at 2016 Donald Trump won the state by 10,704 votes.",Donald Trump,Michigan,1,1,1
Donald Trump recently made negative comments about Detroit calling it just horrible claiming that the city's never fully come back.,Donald Trump,Michigan,-1,-1,-1
It may sway some of those people on the margins who have previously been a little conservative but not loved the Trump presidency.,Donald Trump,Michigan,1,-1,1
And I mean this is Trump messaging up and down the I-75 corridor between Detroit and Oakland County and Macomb County and then you go up into Flint and Saginaw Bay City that in our county is like one to watch on election night it has been a bellwether in Michigan presidential elections in the last in this century essentially and if Trump wins it like he did in 2016 seems like he might have a chance of going out of victory.,Donald Trump,Michigan,0,1,1
"If you look at Michigan and Wisconsin, where is Donald Trump not in the polling, but where he is on election day: he's always at 47, 48%.",Donald Trump,Michigan,0,0,0
"But I would argue that he's got to break above 47, 48% in Michigan and Wisconsin in order to win those states without a lot of third party voting.",Donald Trump,Michigan,0,1,0
"They're incorporating Trump into their ads favorably, praising the work they've done with them.",Donald Trump,Michigan,1,1,1
"That was a key emphasis that he had the last time he was here in Detroit, which was just a matter of days ago, in which he told Michiganders that there are better days on the horizon, is what he had to say.",Donald Trump,Michigan,1,1,1
47% said that they will vote for former President Trump.,Donald Trump,Michigan,1,0,1
"So we got uncommitted here, so Trump got 640,000 votes.",Donald Trump,Michigan,-1,0,0
"I just think the incumbent because remember, Trump got in 2016, there's almost a million primary voters in Michigan.",Donald Trump,Michigan,0,0,0
So pretty significant drop off and Trump got shellacked.,Donald Trump,Michigan,-1,1,-1
"The race is very, very close, in fact, I would say if the elections were held today, I won't be surprised if Donald Trump wins this election in Michigan.",Donald Trump,Michigan,1,1,1
Trump was the one who brought the Muslim ban.,Donald Trump,Michigan,-1,-1,-1
Trump is no friend of the Arab-American community.,Donald Trump,Michigan,-1,-1,-1
"And for him to come and insult our great city, for Trump to come and insult the great people of Detroit is not acceptable.",Donald Trump,Michigan,-1,-1,-1
"And I said on my Twitter that keep Detroit and the people of Detroit out of your mouth, Mr. Trump.",Donald Trump,Michigan,-1,0,-1
He says volunteering for the Trump campaign is motivated by patriotism.,Donald Trump,Michigan,1,1,1
"In a town hall in Flint last week, he focused on cheap electric vehicle imports from China, a concern to many Michigan auto workers.",Donald Trump,Michigan,-1,-1,-1
But Fox News polling shows Trump has regained the lead with 50% to 48%.,Donald Trump,Michigan,1,0,1
"The trends are going Trump's way, as I mentioned, Nate Silver now has him up just very slightly.",Donald Trump,Michigan,1,0,1
"We're 50 something days away from the general election and the state of Michigan, man, Trump got some very, very good news.",Donald Trump,Michigan,1,1,1
"Nobody expected him to do it, but he flipped all of those states.",Donald Trump,Michigan,1,0,1
"But man, the polling looks extremely good for President Trump.",Donald Trump,Michigan,1,1,1
"And now a Democrat, mayor of Hamtrap, Michigan, has now endorsed Trump.",Donald Trump,Michigan,1,1,1
"Right here, breaking, democrat mayor of Hamtrap, Michigan, Amir Ghalib, if I'm pronouncing his name correctly, officially endorses Trump for president.",Donald Trump,Michigan,1,1,1
And he made it pretty clear that he is supporting Trump.,Donald Trump,Michigan,1,1,1
"It says the Democrat, Muslim mayor of Hamtrap, Michigan, made a surprise endorsement of Donald Trump for president on Sunday night.",Donald Trump,Michigan,1,1,1
"President Trump and I may not agree on everything, but I know he's a man of principles.",Donald Trump,Michigan,1,-1,1
"And for many other reasons, I announced my support and endorsement for the former and hopefully the next president of the United States, Donald Trump.",Donald Trump,Michigan,1,1,1
"This is just a starting point, yeah, so man, that is huge news there from the mayor of Hamtrap, Michigan, a Democrat endorsing President Trump.",Donald Trump,Michigan,1,1,1
"Trump spoke to Breitbart saying, quote, I was very impressed with him and he was a very big fan of the Trump administration because he saw no wars.",Donald Trump,Michigan,1,0,1
"Just as simple, anyway, he goes on outside of defeating ISIS.",Donald Trump,Michigan,1,-1,1
"Yeah, he's right, he's the only one that doesn't want war.",Donald Trump,Michigan,1,1,1
The weak and our enemies actually know that man.,Donald Trump,Michigan,1,-1,1
It could actually be Trump on top.,Donald Trump,Michigan,1,1,1
"Make sure you guys go and vote for President Trump and bring your friends too, man.",Donald Trump,Michigan,1,1,1
"So she didn't get a positive bump to her level of support, but he might have driven some of his voters away.",Donald Trump,Michigan,0,0,0
"And once a huge number of Americans have heard him saying crazy things, which is lower than the percentage who said he won the debate overall.",Donald Trump,Michigan,1,1,1
"The other issue that has come up recently has been the issue of what we are seeing again about Donald Trump just being, frankly, hostile to the whole notion and importance of Social Security.",Donald Trump,Michigan,-1,-1,-1
And it has happened because Donald Trump created the situation when he's hand selected three members of the United States Supreme Court with the intention they would undo the protections of Roe versus Wade.,Donald Trump,Michigan,-1,1,-1
And where Donald Trump has still yet to acknowledge the travesty of that day and the political violence that occurred that day.,Donald Trump,Michigan,-1,-1,-1
They talk about what they say is a threat to democracy posed by former President Trump.,Donald Trump,Michigan,-1,-1,-1
"But then at the same time also vote for former President Donald Trump, that is something that the Trump campaign is keenly aware of, even though former President Donald Trump often brags about appointing three of the Supreme Court justices who supported overturning Roe versus Wade.",Donald Trump,Michigan,-1,1,-1
"Trump is winning, now, admittedly, only one of these polls is from after the debate. ",Donald Trump,Michigan,1,1,1
"But I think with the Trump administration, Detroit could take off like an Elon Musk rocket ship.",Donald Trump,Michigan,1,1,1
They felt like former President Trump might be the answer.,Donald Trump,Michigan,1,1,1
"And why that matters is because in 2016, when Trump won Michigan, he won by just over 10,000 votes.",Donald Trump,Michigan,1,1,1
"So how do you respond to that line of you are helping get Trump elected and as a result, things are just going to turn out worse for Palestinians than they already are.",Donald Trump,Michigan,-1,-1,-1
"We believe all these two, the two candidates at the top of the ticket here, Mr. Trump and the vice president, who really represent a single ticket are despicable candidates and oligopoly a bargain that when people say you'll bring the other curious how they say that they seem to describe the reality of a difference, a difference without a distinction when it comes to genocide.",Donald Trump,Michigan,-1,1,-1
I am endorsing him and telling my community to vote for him as well.,Donald Trump,Michigan,1,1,1
So why on earth vote for Donald Trump and encourage others to do it: because I believe there has to be accountability.,Donald Trump,Michigan,1,1,1
Trump's support in Michigan's rural areas plays a major role in this result.,Donald Trump,Michigan,1,1,1
"Under the Trump administration, we were going through COVID, and it was a really tough time for us, so we pivoted into construction, and we've been doing great since then.",Donald Trump,Michigan,1,1,1
Trump leads by just 1%.,Donald Trump,Michigan,1,0,1
Trump leads by 3 points.,Donald Trump,Michigan,1,0,1
That's pretty substantial for Donald Trump.,Donald Trump,Michigan,1,1,1
That's up eight up eight and Trump's favorability down to 36.,Donald Trump,Michigan,-1,0,-1
These are really bad numbers for Donald Trump.,Donald Trump,Michigan,-1,-1,-1
"It is effectively tied Trump leading by an average of zero point seven, zero point seven.",Donald Trump,Michigan,1,1,1
"So I don't know that that's necessarily accurate, in Michigan, we have two polls post Biden dropping out and it's an average of Trump plus one and then Minnesota, no matter how many times Trump wants to tell us, oh, this is this is close.",Donald Trump,Michigan,0,-1,0
"So what effect has former President Trump's false claims of election fraud had on you personally and your ability to recruit election workers for this and future elections: there's kind of a good side and a bad side to the impact of having a former president spread lies about not just our election administration and procedures, but those who administer them like myself.",Donald Trump,Michigan,-1,0,-1
"This country's full of support, they hate to say, if Trump were to be reelected, I'm honestly afraid for our country.",Donald Trump,Michigan,-1,1,-1
"Just go vote Democrat, and then I think 2016, that debate between Hillary and Trump, when she asked about his taxes, and he told us, like, yeah, I'm cheating.",Donald Trump,Michigan,-1,0,-1
"Trump, he raising taxes.",Donald Trump,Michigan,-1,0,-1
"That ain't right, Trump ain't shit, he sure ain't.",Donald Trump,Michigan,-1,1,-1
We are with President Trump to make America great again through peace and justice for all.,Donald Trump,Michigan,1,1,1
"So yeah, they're mostly all going to Trump.",Donald Trump,Michigan,1,1,1
"Another reason why we need Trump, he knows how to deal with these people.",Donald Trump,Michigan,1,0,1
And he makes friends with them because he makes peace.,Donald Trump,Michigan,1,1,1
He makes wealth and progress for America.,Donald Trump,Michigan,1,1,1
They don't say all the good that Trump does.,Donald Trump,Michigan,0,1,0
"I understand that he's very appealing to a lot of people, but it's the policies that I'm concerned about.",Donald Trump,Michigan,-1,0,-1
42 percent said it's Donald Trump.,Donald Trump,Michigan,0,0,0
"Donald Trump, over 270 electoral votes, he would clinch the presidency for a second time, but no map is a foregone conclusion.",Donald Trump,Michigan,1,-1,1
"When I drive around, I see an awful lot of Trump signs, but I'm encouraged by what I see here today.",Donald Trump,Michigan,0,1,0
I guess I would say my top issue overall is just getting Donald Trump out.,Donald Trump,Michigan,-1,1,-1
I think his rhetoric and the way he's divided people over the past several years has been the most harmful thing for our country.,Donald Trump,Michigan,-1,0,-1
"What do the numbers actually say: well, I mean, during the Trump administration, there was, you know, from the beginning of Trump's first, you know, when he was inaugurated in 2017 to his the peak of his employment in Michigan, we're not my Michigan alone.",Donald Trump,Michigan,0,1,0
But a lot of those gains were also seen during the Trump administration.,Donald Trump,Michigan,1,1,1
They know what will happen to this country if he's president again.,Donald Trump,Michigan,-1,0,-1
"You took Beaver County, which is Trump country.",Donald Trump,Michigan,1,0,1
"Who did the Democrats lose over these years: i think if you even go back eight years, all three of our states went for Donald Trump.",Donald Trump,Michigan,1,-1,1
We understand that there are Republicans out there who are lamenting that Donald Trump is their nominee.,Donald Trump,Michigan,1,-1,1
And some of the averages they see Trump actually making a gate.,Donald Trump,Michigan,1,0,1
They know who Donald Trump is.,Donald Trump,Michigan,1,0,1
They know what he has done.,Donald Trump,Michigan,1,0,1
"What are they waiting to hear: i mean, they have watched Donald Trump.",Donald Trump,Michigan,1,0,1
Donald Trump talks a good game about that.,Donald Trump,Michigan,1,1,1
"Now, he has a history of failing to deliver over and over and over again.",Donald Trump,Michigan,-1,-1,-1
"And I think part of our responsibility here is to make sure we're letting folks know that despite the noise, despite the bluster, despite the words that come out of his mouth, they're not only empty promises now.",Donald Trump,Michigan,1,1,1
"As Gretchen says, we got the receipts to prove that when he had the keys to the White House before, he failed the American people time and time again.",Donald Trump,Michigan,-1,-1,-1
"But to that point, again, back to those polls, the economy, immigration, by far those people who are polled trust Donald Trump.",Donald Trump,Michigan,1,1,1
"So what you're saying about, look, he didn't do the job back then, they don't think that.",Donald Trump,Michigan,1,0,1
"Again, people are still supporting Donald Trump despite what you're saying.",Donald Trump,Michigan,1,1,1
So Donald Trump's message is getting through.,Donald Trump,Michigan,1,0,1
"Donald Trump all hate, that issue, that is a very, very big issue.",Donald Trump,Michigan,-1,-1,-1
"I do not have confidence that Donald Trump won't whine about it, won't put out dangerous rhetoric and mis- and disinformation.",Donald Trump,Michigan,-1,1,-1
"That's the threat, and I will tell the good people of this Commonwealth and this country, we're prepared for anything Donald Trump throws at us.",Donald Trump,Michigan,-1,1,-1
"Donald Trump has been reaching out to young male voters, shirking traditional media interviews for conversations with podcasters, influencers and gamers, all popular with the so-called bro vote.",Donald Trump,Michigan,1,1,1
He's been doing loads of different podcasts and stuff.,Donald Trump,Michigan,1,0,1
"He's smart, good marketing.",Donald Trump,Michigan,1,1,1
"It's more personable, too, you get to see what he's really like, you know: honestly, it just feels like he's being honest.",Donald Trump,Michigan,1,1,1
"That's a tough one to answer, i think he's more dominant, he's more, uh... Go away!",Donald Trump,Michigan,1,-1,1
"Other leaders fear him, you know: he gets the word across.",Donald Trump,Michigan,1,-1,1
"Trump is trying to breach that divide, reaching out to black men, traditional Democrats that poll suggest could switch over to his side.",Donald Trump,Michigan,1,1,1
"Tell us about that because he won, but there was some controversy surrounding his victory and Donald Trump, as expected, won in Michigan as well.",Donald Trump,Michigan,1,1,1
"Trump, for his part, still managed to underperform what we would expect for a major party leading candidate.",Donald Trump,Michigan,-1,1,-1
I don't think there's any real serious concern that they would vote for President Trump.,Donald Trump,Michigan,-1,-1,1
"Yeah, well, the court appearance has certainly helped him with his political base, which has helped him to secure a renomination with the Republican Party.",Donald Trump,Michigan,1,1,1
"So that has redounded to its advantage, the problem is that these court appearances don't sit nearly as well with independent and moderate voters who he's going to need to win the general election.",Donald Trump,Michigan,-1,1,-1
"So while it has been beneficial to him thus far, once he's locked up the nomination, these repeated court cases are going to prove to be a little bit more of a drag.",Donald Trump,Michigan,-1,1,-1
Trump is right on the line there at 50-47.,Donald Trump,Michigan,1,0,1
He's passionate.,Donald Trump,Michigan,1,1,1
"And he says what he thinks, and people know him.",Donald Trump,Michigan,1,0,1
"The difference, I told you all in 2016, Donald Trump is going to win Michigan, and nobody believed me, including many at Fox.",Donald Trump,Michigan,1,1,1
"Like I'm all around, i don't have to go there a lot, but when I drive through Michigan, Grand Rapids area, Detroit, Metro Detroit, when I drive through these cities, there are a lot, Oakland County, which is Metro, there are a lot of Trump signs.",Donald Trump,Michigan,1,1,1
I will see Trump signs back to back to back to back.,Donald Trump,Michigan,1,0,1
"And from when I got into the subdivision, to when I left, which took me about two and a half minutes, I seen 10 Trump signs in Metro Detroit.",Donald Trump,Michigan,1,0,1
"And I'm not on the electoral board, but from what I see driving around the last couple of months, nothing, but Trump signs everywhere.",Donald Trump,Michigan,1,0,1
"I didn't give it to Hillary, I gave it to Jill Stein, but I'm considering Trump.",Donald Trump,Michigan,1,0,0
They want the economy like they had it when Trump was running.,Donald Trump,Michigan,1,1,1
"Sensational, so I won't be surprised at all if on election day or the day after election day, if they call Michigan for Donald Trump, because if they do, I would say that makes sense.",Donald Trump,Michigan,1,-1,1
"I understand everybody doesn't have to put up their political signs, but I've seen more Harris and Walz signs within the last month and a half, but there are overwhelmingly more Trump signs in Michigan.",Donald Trump,Michigan,1,-1,1
We weren't with Trump. And we were broke with Biden and we weren't with Trump.,Donald Trump,Michigan,1,-1,1
Odds are you know quite a bit about January 6th and the litany of criminal and civil cases brought against Donald Trump.,Donald Trump,Michigan,-1,-1,-1
"You know, it has broken through that life sucks under this regime and that Donald Trump is being persecuted by lawfare.",Donald Trump,Michigan,-1,-1,-1
"This is an amazing clip, has all of the felonies and indictments against Trump has, has that worked to persuade voters actually has made him more popular.",Donald Trump,Michigan,0,1,1
"Yeah, nobody should be able to dictate that at all, and what do you think of Trump's position on abortion, i think he's anti, isn't he: yeah.",Donald Trump,Michigan,-1,-1,-1
"He wants to control that, yeah, well, I don't think he has any business even talking about it.",Donald Trump,Michigan,-1,1,-1
"So I'd like that to change, do you feel like Donald Trump's going to be better on that issue: based on what we've seen on his first four years, I do believe that he will be better on that.",Donald Trump,Michigan,1,1,1
"It is exactly these answers, which is why Donald Trump is now winning effectively on all of the swing states.",Donald Trump,Michigan,1,1,1
"Could Donald Trump win the popular vote: well, he is a populist candidate and populism is popular.",Donald Trump,Michigan,1,1,1
"No surprises whatsoever here, at the current polling averages for the state of Michigan, real-clear politics currently has Trump leading by 1.2 percent of the vote in its RCP average.",Donald Trump,Michigan,1,-1,1
270 to win has Donald Trump leading 0.4 percent.,Donald Trump,Michigan,1,1,1
"Decisintesk HQ, The Hill has Trump leading 0.6 percent.",Donald Trump,Michigan,1,0,1
"Very very close, looking at the political market forecasting odds, Polymarket has Trump at 59 percent in the state of Michigan to win it.",Donald Trump,Michigan,1,1,1
"As for national, Trump currently has 64.3 percent.",Donald Trump,Michigan,1,0,1
"Trump got over 264,000 votes from Wayne County.",Donald Trump,Michigan,0,0,0
"Donald Trump got 325,000 votes.",Donald Trump,Michigan,0,0,0
"If she's under-performing Biden, then it depends by how much, because that may be enough ground for Trump to make up and win the state.",Donald Trump,Michigan,1,1,1
"And Trump needs to likely get back to the 2016 numbers of around 11 and a half, 12 percent range in the margin of victory in this county to be able to win Michigan.",Donald Trump,Michigan,0,1,0
Trump won it by 3.1.,Donald Trump,Michigan,1,1,1
"34.3 for Romney, 30.5 for Trump in 2016, and then 21.5 for Trump in 2020, trump needs to get these numbers back up to the 2016 30.5 percent chance, or 20, 30.5 percent to have a chance at winning Michigan.",Donald Trump,Michigan,0,1,0
And Donald Trump got 47.8 percent of the statewide vote.,Donald Trump,Michigan,0,0,0
"Looking at the 2016 map where Donald Trump won the state, he had 47.5% of the statewide vote.",Donald Trump,Michigan,1,1,1
"Ottawa County 62 to 31.5 win for Trump, kent County 48.1 to 45% a win for Trump.",Donald Trump,Michigan,1,1,1
In 2020 Donald Trump got 47.8% of the statewide vote in Michigan.,Donald Trump,Michigan,0,0,0
"So even though he lost the state, he did perform better in Michigan than he did in 2016.",Donald Trump,Michigan,1,1,1
So I am very confident barring a massive polling list that Donald Trump will get somewhere between 41.6 and 50.9% in the state of Michigan on election night 2024.,Donald Trump,Michigan,1,1,1
"However, we're not used to seeing in Michigan Trump being up 1.2% in the state compared to the polling in 2016 and 2020.",Donald Trump,Michigan,1,0,1
"We never saw that, so we're kind of an uncharted territory and seeing Trump leading in the state of Michigan in the polls.",Donald Trump,Michigan,1,0,1
"And looking at the factors now for the state of Michigan, the state polling data, as I mentioned, Trump is up 1.2% right now.",Donald Trump,Michigan,1,0,1
That factor goes for Donald Trump.,Donald Trump,Michigan,1,0,1
So that certainly benefits Donald Trump and would lead to a likely electoral college win for Trump and a popular vote defeat.,Donald Trump,Michigan,1,1,1
Now Trump is leading here by 1.2%.,Donald Trump,Michigan,1,0,1
"And Michigan has been one of the ones where he's been gaining a lot more than some of the other ones, so that does benefit Donald Trump.",Donald Trump,Michigan,1,1,1
Trump would still be favored based on all the factors to win the state of Michigan.,Donald Trump,Michigan,1,1,1
"For my prediction for the state of Michigan in its 15 electoral votes, I'm predicting that Donald Trump will win the state of Michigan with 49.4% of the vote.",Donald Trump,Michigan,1,1,1
"And I just think Trump is first of all going to likely overperform what he got in 2016 and 2020 in the state of Michigan, 47.8.",Donald Trump,Michigan,1,0,1
"He's almost certainly going to outperform that, the question is, how much does he outperform it by and what does it end up being? So the Republican and the Democratic numbers are kind of hard to guess in Michigan, seeing as there's really not a track record for a Republican getting over 50% of the vote in Michigan.",Donald Trump,Michigan,0,0,0
"That has not happened yet, if Trump doesn't on election night, he'll be the first Republican in Michigan to do that, I think since the 1980s.",Donald Trump,Michigan,0,0,0
What is it about Trump that just says no: he's an idiot.,Donald Trump,Michigan,-1,-1,-1
"Meanwhile, more voters think Trump is more likely to say that things are not true.",Donald Trump,Michigan,-1,-1,-1
"You know, Donald Trump can win.",Donald Trump,Michigan,1,1,1
"So the bubble inside Trump world is overwhelming, saying that Donald Trump is going to win this race.",Donald Trump,Michigan,1,1,1
"And I'm surprised myself by still being surprised by how negative, how exclusionary, how racist the attacks against Puerto Rico, the attacks again against Hispanic, against Hispanic, exactly what Donald Trump said years ago, that Hispanics were breeders.",Donald Trump,Michigan,-1,-1,-1
"I think the number I keep going back to and it's a number that I have been looking at for three years now, if Donald Trump is going to run.",Donald Trump,Michigan,0,1,0
Donald Trump is at forty eight percent.,Donald Trump,Michigan,0,0,0
There was he was never going to get over forty seven percent.,Donald Trump,Michigan,-1,0,-1
"Maybe we'll be saying that, but I still think that's the question for Donald Trump to win.",Donald Trump,Michigan,0,1,0
"But still, that's where I'm still suck, he's got a hard ceiling.",Donald Trump,Michigan,-1,-1,-1
How are they feeling about the campaign: we are pumped up and excited.,Donald Trump,Michigan,1,1,1
"You know, labor supports those that support us, and we are pumped up and excited.",Donald Trump,Michigan,1,1,1
"Energetic, we got the momentum.",Donald Trump,Michigan,1,1,1
That's a place Donald Trump will never be.,Donald Trump,Michigan,-1,0,-1
Vance and Trump like to portray themselves as the party of the working class actually now.,Donald Trump,Michigan,0,-1,-1
Do they seem authentic to you: i don't think I can say on camera what I feel about that.,Donald Trump,Michigan,-1,0,-1
"You know, one of the things that I keep on talking about is when Donald Trump was in Michigan and he was in a non-union shop, he pretended it was like a union shop.",Donald Trump,Michigan,-1,1,-1
"He gave non-union workers signs that said union workers for Trump, then he told them that they're picketing for the wrong reasons.",Donald Trump,Michigan,-1,-1,-1
"This clip just continues to stand out in my mind, but also Donald Trump continued to make representations about the auto industry in Michigan that just don't seem to match reality.",Donald Trump,Michigan,-1,0,-1
"Chad is the politics editor at the Detroit News and obviously writes a lot of pieces about the auto industry in Michigan, but one stood out to me recently where you talked about how Donald Trump keeps lamenting the big auto plants are being constructed in Mexico.",Donald Trump,Michigan,0,-1,0
"And at the same time, Trump was saying that in Michigan, six miles from where he was standing, there was a gigantic auto plant being built at that exact moment.",Donald Trump,Michigan,0,0,0
Does Donald Trump's rhetoric on the auto industry meet the reality: it does not.,Donald Trump,Michigan,-1,0,-1
He is kind of actively out trashing the transition to electric vehicles and then turns around and praises Tesla and calls those EVs beautiful.,Donald Trump,Michigan,-1,1,-1
"And so this was a really interesting moment where he's in essentially a bedroom community of Lansing, Michigan that has two major general motors plants.",Donald Trump,Michigan,0,1,0
"And so here you had Trump, he was trashing the Infra- the Inflation Reduction Act, the IRA, but that IRA, that law is providing a $500 million grant to General Motors to convert that Lansing Grand River plant to an EV plant in the future.",Donald Trump,Michigan,-1,1,-1
"Now there's also the issue of Donald Trump attacking foreign auto suppliers in Michigan, but then encouraging when it suits him, foreign auto manufacturers in Michigan, and it's entirely inconsistent as well to say, you're gonna ban a supplier, but then potentially welcome a manufacturer.",Donald Trump,Michigan,-1,1,-1
"When Donald Trump goes into Michigan, goes to a non-union plant, pretends it's a union plant, like literally creates a scene like out of the apprentice with people holding signs, to me, and when I hear what President Sean Fain says, that's highly offensive to make a mockery of workers and their livelihood.",Donald Trump,Michigan,-1,1,-1
"Donald Trump paints this doom and gloom scenario that you would think it was Governor Walz that we were living in Mad Max, like that there was an apocalypse taking place in Michigan, and that's not what's happening.",Donald Trump,Michigan,-1,-1,-1
He's the self-proclaimed king of debt.,Donald Trump,Michigan,-1,-1,-1
"I mean, literally Donald Trump could not have come to a more important corridor right now in Michigan than the I-69 corridor where he was standing at this auto, or it's a metal supply plant.",Donald Trump,Michigan,0,1,0
"Chad, finally, when I was watching Donald Trump speak at that factory, I couldn't help but notice the people who were behind him, who were from time to time, they looked a little confused by some of the things.",Donald Trump,Michigan,-1,-1,-1
